プラント	保管場所	品目コード	品目テキスト	指図番号	指図タイプ	MRP管理者	指図数量	実績数量	累計数量	残数量	入力日時	計画終了日	WBS要素	受注伝票番号	受注明細番号
P100	1911	A00A2132500	HKD-10200GU(K)	40164453	ZPS2	B10	-4	4	4	-8	2025/07/29 10:44	20250724	M-0343390-10	 	 
P100	1911	A00A2083800	MRT-15003C	40161133	ZPS2	B50	-1	1	1	-2	2025/07/29 10:44	20250725	M-0335889-20	 	 
P100	1210	U0A465902	＆BKU-12RFA21N20 16A RoHS	10133192	ZP10	B10	33	33	33	0	2025/07/29 10:45	20250729		0000000000	000000
P100	1210	U00A0393901	&DDC UNIT 6P 110,220V	10133315	ZP10	CK9	2	2	2	0	2025/07/29 10:47	20250722		0000000000	000000
P100	1210	U00A0393900	&DDC UNIT 6P	10132540	ZP10	CK9	1	1	1	0	2025/07/29 10:47	20250710		0000000000	000000
P100	1120	P0A530800	IK-5308 D (F) TOTAL CTRL	50119925	ZP11	PC1	5	1	5	0	2025/07/29 10:59	20250725		0000000000	000000
P100	1120	P0A238103	WK-2381B S03 GUN CONTROL	50119984	ZP11	PC1	6	6	6	0	2025/07/29 11:38	20250728		0000000000	000000
P100	1120	PZZA0537622	GK-5376B U22	50119966	ZP11	PC1	1	1	1	0	2025/07/29 11:45	20250724		0000000000	000000
P100	1210	J00B1130500	PCB取付板	10133372	ZP10	CC0	3	3	3	0	2025/07/29 15:03	20250801		0000000000	000000
P100	1911	A00A1979900	KTAM4W6-60/60-5K/1.67KP	40152076	ZPS2	C17	-1	1	1	-2	2025/07/29 15:07	20250716	G-0320928-10	 	 
P100	1911	A00A2075200	SFST30SGB-100MSP 東京製鐵	40160664	ZPS2	C27	-1	1	1	-2	2025/07/29 15:07	20250731	I-0334363-10	 	 
P100	1210	JCA780400	TDK-200120PC ｹｰｽｺｳｾｲﾋｮｳ	10133385	ZP10	CC0	1	1	1	0	2025/07/29 15:35	20250804		0000000000	000000
