プラント	指図タイプ	MRP管理者	WBS番号	指図番号	作業/活動番号	確認番号	テキスト（短）	作業区	管理キー	品目コード	品目テキスト	指図数	担当者コード	人数	工数時間	入力開始日	入力終了日	計画終了日	受注伝票番号	受注明細番号	保管場所
P100	ZP11	PC1	 	50119978	0050	0015628000	作業時間（チップ実装）	A0802	SNF	P0A597200	WK-5972 (F)  ISOAMP	80	05128	0	15		2025/07/15 21:30:55	20250801	0000000000	000000	1120
P100	ZP11	PC1	 	50120005	0050	0015678770	作業時間（チップ実装）	A0802	SNF	P00A0716000	IK-7160C Drive PCB	10	05128	0	18		2025/07/15 21:30:55	20250724	0000000000	000000	1120
P100	ZP11	PC1	 	50119981	0080	0015628063	作業時間（自挿）	A0812	SNF	PZZA0177803	IK-1778A S03	8	05128	0	10		2025/07/15 21:30:55	20250717	0000000000	000000	1120
P100	ZP11	PC1	 	50120005	0040	0015678769	機械時間（チップ実装）	A0801	SNF	P00A0716000	IK-7160C Drive PCB	10	05128	0	3		2025/07/15 21:30:55	20250724	0000000000	000000	1120
P100	ZP11	PC1	 	50120005	0030	0015678768	段取り（チップ実装）	A0800	SNF	P00A0716000	IK-7160C Drive PCB	10	05128	0	3		2025/07/15 21:30:55	20250724	0000000000	000000	1120
P100	ZP11	PC1	 	50119360	0120	0015294235	作業時間（修正）	A0830	SNF	P0A559400	WK-5594A     TRANS TAP	50	05150	0	168		2025/07/15 21:30:55	20250606	0000000000	000000	1120
P100	ZP11	PC1	 	50116304	0060	0014487018	段取り（自挿）	A0810	SNF	PZZA0494218	PK-4942C U18(13)62368 RC1	32	05187	0	6		2025/07/15 21:30:56	20250220	0000000000	000000	1120
P100	ZP11	PC1	 	50116304	0070	0014487019	機械時間（自挿）	A0811	SNF	PZZA0494218	PK-4942C U18(13)62368 RC1	32	05187	0	3		2025/07/15 21:30:56	20250220	0000000000	000000	1120
P100	ZP11	PC1	 	50116304	0080	0014487020	作業時間（自挿）	A0812	SNF	PZZA0494218	PK-4942C U18(13)62368 RC1	32	05187	0	28		2025/07/15 21:30:56	20250220	0000000000	000000	1120
P100	ZP11	PC1	 	50116763	0060	0014598464	段取り（自挿）	A0810	SNF	PZZA0494218	PK-4942C U18(13)62368 RC1	16	05187	0	6		2025/07/15 21:30:56	20250220	0000000000	000000	1120
P100	ZP11	PC1	 	50116763	0070	0014598465	機械時間（自挿）	A0811	SNF	PZZA0494218	PK-4942C U18(13)62368 RC1	16	05187	0	1		2025/07/15 21:30:56	20250220	0000000000	000000	1120
P100	ZP11	PC1	 	50116763	0080	0014598466	作業時間（自挿）	A0812	SNF	PZZA0494218	PK-4942C U18(13)62368 RC1	16	05187	0	24		2025/07/15 21:30:57	20250220	0000000000	000000	1120
P100	ZP11	PC1	 	50119866	0060	0015606513	段取り（自挿）	A0810	SNF	P00A0717122	MK-7171D U22 (MK691 SD9)	4	05187	0	7		2025/07/15 21:30:57	20250710	0000000000	000000	1120
P100	ZP11	PC1	 	50119866	0070	0015606514	機械時間（自挿）	A0811	SNF	P00A0717122	MK-7171D U22 (MK691 SD9)	4	05187	0	15		2025/07/15 21:30:57	20250710	0000000000	000000	1120
P100	ZP11	PC1	 	50119866	0080	0015606515	作業時間（自挿）	A0812	SNF	P00A0717122	MK-7171D U22 (MK691 SD9)	4	05187	0	29		2025/07/15 21:30:57	20250710	0000000000	000000	1120
P100	ZP11	PC1	 	50119867	0060	0015606533	段取り（自挿）	A0810	SNF	P0A602300	MK-6023C     FAN SOURCE	3	05187	0	5		2025/07/15 21:30:57	20250710	0000000000	000000	1120
P100	ZP11	PC1	 	50119896	0060	0015607113	段取り（自挿）	A0810	SNF	P00A0717110	MK-7171D U10 (MK691 T30)	1	05187	0	7		2025/07/15 21:30:58	20250710	0000000000	000000	1120
P100	ZP11	PC1	 	50119867	0080	0015606535	作業時間（自挿）	A0812	SNF	P0A602300	MK-6023C     FAN SOURCE	3	05187	0	31		2025/07/15 21:30:58	20250710	0000000000	000000	1120
P100	ZP11	PC1	 	50119867	0070	0015606534	機械時間（自挿）	A0811	SNF	P0A602300	MK-6023C     FAN SOURCE	3	05187	0	2		2025/07/15 21:30:58	20250710	0000000000	000000	1120
P100	ZP11	PC1	 	50119896	0080	0015607115	作業時間（自挿）	A0812	SNF	P00A0717110	MK-7171D U10 (MK691 T30)	1	05187	0	29		2025/07/15 21:30:58	20250710	0000000000	000000	1120
P100	ZP11	PC1	 	50119896	0070	0015607114	機械時間（自挿）	A0811	SNF	P00A0717110	MK-7171D U10 (MK691 T30)	1	05187	0	3		2025/07/15 21:30:58	20250710	0000000000	000000	1120
P100	ZP11	PC1	 	50119936	0060	0015615281	段取り（自挿）	A0810	SNF	PZZA0557310	MK-5573B S10 HKD-F CPU	2	05187	0	5		2025/07/15 21:30:59	20250716	0000000000	000000	1120
P100	ZP11	PC1	 	50119952	0060	0015627401	段取り（自挿）	A0810	SNF	P0A618402	GK-6184 S02 I SENS PCB	1	05187	0	4		2025/07/15 21:30:59	20250725	0000000000	000000	1120
P100	ZP11	PC1	 	50119936	0070	0015615282	機械時間（自挿）	A0811	SNF	PZZA0557310	MK-5573B S10 HKD-F CPU	2	05187	0	1		2025/07/15 21:30:59	20250716	0000000000	000000	1120
P100	ZP11	PC1	 	50119952	0070	0015627402	機械時間（自挿）	A0811	SNF	P0A618402	GK-6184 S02 I SENS PCB	1	05187	0	1		2025/07/15 21:30:59	20250725	0000000000	000000	1120
P100	ZP11	PC1	 	50119936	0080	0015615283	作業時間（自挿）	A0812	SNF	PZZA0557310	MK-5573B S10 HKD-F CPU	2	05187	0	27		2025/07/15 21:30:59	20250716	0000000000	000000	1120
P100	ZP11	PC1	 	50119981	0060	0015628061	段取り（自挿）	A0810	SNF	PZZA0177803	IK-1778A S03	8	05187	0	8		2025/07/15 21:31:00	20250717	0000000000	000000	1120
P100	ZP11	PC1	 	50119968	0060	0015627721	段取り（自挿）	A0810	SNF	PZZA0618416	GK-6184 U16  ISENS	1	05187	0	4		2025/07/15 21:31:00	20250724	0000000000	000000	1120
P100	ZP11	PC1	 	50119968	0070	0015627722	機械時間（自挿）	A0811	SNF	PZZA0618416	GK-6184 U16  ISENS	1	05187	0	1		2025/07/15 21:31:00	20250724	0000000000	000000	1120
P100	ZP11	PC1	 	50119968	0080	0015627723	作業時間（自挿）	A0812	SNF	PZZA0618416	GK-6184 U16  ISENS	1	05187	0	23		2025/07/15 21:31:00	20250724	0000000000	000000	1120
P100	ZP11	PC1	 	50119952	0080	0015627403	作業時間（自挿）	A0812	SNF	P0A618402	GK-6184 S02 I SENS PCB	1	05187	0	23		2025/07/15 21:31:00	20250725	0000000000	000000	1120
P100	ZPS2	C28	I-0321267-10-01-05	40153798	0030	0013514183	総合組立	C0912	MNN	A00A1982202	SIT10SGD/SKS150(INV)	1	05219	0	150		2025/07/15 21:31:01	20250808	 	 	
P100	ZPS2	C28	I-0322942-10-01-01	40154115	0030	0013548898	総合組立	C0912	MNN	A00A1992501	SFST30SGB(I/O)	1	05219	0	30		2025/07/15 21:31:01	20250819	 	 	
P100	ZPS2	C28	I-0321267-10-01-04	40153796	0030	0013514166	総合組立	C0912	MNN	A00A1982201	SIT10SGD/SKS150(RF)	1	05219	0	20		2025/07/15 21:31:01	20250808	 	 	
P100	ZP11	PC1	 	50119981	0070	0015628062	機械時間（自挿）	A0811	SNF	PZZA0177803	IK-1778A S03	8	05187	0	7		2025/07/15 21:31:01	20250717	0000000000	000000	1120
P100	ZP11	PC1	 	50119981	0080	0015628063	作業時間（自挿）	A0812	SNF	PZZA0177803	IK-1778A S03	8	05187	0	33		2025/07/15 21:31:01	20250717	0000000000	000000	1120
P100	ZPS2	CC0	G-0335098-10-01-01	40162719	0030	0015084374	ケース（枠・組立）	A0320	MNN	J00A5928100	ｹｰｽ構成表	3	05222	0	470		2025/07/15 21:31:02	20250717	 	 	
P100	ZP11	PC1	 	50119802	0120	0015540441	作業時間（修正）	A0830	SNF	P0A360010	IK-3600 U10 21EX_DRIVER	17	05231	0	85		2025/07/15 21:31:02	20250710	0000000000	000000	1120
P100	ZP11	PC1	 	50119864	0120	0015606479	作業時間（修正）	A0830	SNF	P00A0775800	WK-7758 MRT MOTHER	2	05231	0	10		2025/07/15 21:31:02	20250710	0000000000	000000	1120
P100	ZPS2	C17	G-0327744-10	40157026	0030	0014063492	総合組立	C0911	MNN	A00A2031100	SCB3WF7-35-20KC(T/B切替)	1	05219	0	60		2025/07/15 21:31:02	20250822	 	 	1911
P100	ZP10	CC0	 	10133273	0030	0015572198	ケース（枠・組立）	A0320	SNF	J00A2247102	KTA2F2-80-300VCT1 ｹｰｽ構成	2	05222	0	60		2025/07/15 21:31:02	20250722	0000000000	000000	1210
P100	ZP11	PC1	 	50119866	0060	0015606513	段取り（自挿）	A0810	SNF	P00A0717122	MK-7171D U22 (MK691 SD9)	4	05260	0	24		2025/07/15 21:31:03	20250710	0000000000	000000	1120
P100	ZP11	PC1	 	50119932	0120	0015615207	作業時間（修正）	A0830	SNF	P00A0703004	IK-7030B S04	8	05231	0	65		2025/07/15 21:31:03	20250703	0000000000	000000	1120
P100	ZP11	PC1	 	50119866	0070	0015606514	機械時間（自挿）	A0811	SNF	P00A0717122	MK-7171D U22 (MK691 SD9)	4	05260	0	18		2025/07/15 21:31:03	20250710	0000000000	000000	1120
P100	ZP11	PC1	 	50119867	0060	0015606533	段取り（自挿）	A0810	SNF	P0A602300	MK-6023C     FAN SOURCE	3	05260	0	7		2025/07/15 21:31:03	20250710	0000000000	000000	1120
P100	ZP11	PC1	 	50119866	0080	0015606515	作業時間（自挿）	A0812	SNF	P00A0717122	MK-7171D U22 (MK691 SD9)	4	05260	0	160		2025/07/15 21:31:03	20250710	0000000000	000000	1120
P100	ZP11	PC1	 	50119983	0120	0015628107	作業時間（修正）	A0830	SNF	P0A230302	WK-2303B U02 SEQ(21ECD)	6	05231	0	60		2025/07/15 21:31:03	20250717	0000000000	000000	1120
P100	ZP11	PC1	 	50119867	0080	0015606535	作業時間（自挿）	A0812	SNF	P0A602300	MK-6023C     FAN SOURCE	3	05260	0	21		2025/07/15 21:31:04	20250710	0000000000	000000	1120
P100	ZP11	PC1	 	50119896	0070	0015607114	機械時間（自挿）	A0811	SNF	P00A0717110	MK-7171D U10 (MK691 T30)	1	05260	0	5		2025/07/15 21:31:04	20250710	0000000000	000000	1120
P100	ZP11	PC1	 	50119896	0060	0015607113	段取り（自挿）	A0810	SNF	P00A0717110	MK-7171D U10 (MK691 T30)	1	05260	0	24		2025/07/15 21:31:04	20250710	0000000000	000000	1120
P100	ZP11	PC1	 	50119896	0080	0015607115	作業時間（自挿）	A0812	SNF	P00A0717110	MK-7171D U10 (MK691 T30)	1	05260	0	75		2025/07/15 21:31:04	20250710	0000000000	000000	1120
P100	ZP11	PC1	 	50119867	0070	0015606534	機械時間（自挿）	A0811	SNF	P0A602300	MK-6023C     FAN SOURCE	3	05260	0	2		2025/07/15 21:31:04	20250710	0000000000	000000	1120
P100	ZP11	PC1	 	50119974	0070	0015627922	機械時間（自挿）	A0811	SNF	PZZA0109375	GK-1093B U75 4V	2	05260	0	3		2025/07/15 21:31:05	20250717	0000000000	000000	1120
P100	ZP11	PC1	 	50119973	0070	0015627902	機械時間（自挿）	A0811	SNF	PZZA0109374	GK-1093B U74 60MV	2	05260	0	2		2025/07/15 21:31:05	20250717	0000000000	000000	1120
P100	ZP11	PC1	 	50119973	0060	0015627901	段取り（自挿）	A0810	SNF	PZZA0109374	GK-1093B U74 60MV	2	05260	0	20		2025/07/15 21:31:05	20250717	0000000000	000000	1120
P100	ZP11	PC1	 	50119974	0060	0015627921	段取り（自挿）	A0810	SNF	PZZA0109375	GK-1093B U75 4V	2	05260	0	20		2025/07/15 21:31:05	20250717	0000000000	000000	1120
P100	ZP11	PC1	 	50119973	0080	0015627903	作業時間（自挿）	A0812	SNF	PZZA0109374	GK-1093B U74 60MV	2	05260	0	61		2025/07/15 21:31:05	20250717	0000000000	000000	1120
P100	ZP11	PC1	 	50119994	0060	0015669071	段取り（自挿）	A0810	SNF	P00A0720300	WK-7203  RELAY I/F2	24	05260	0	8		2025/07/15 21:31:06	20250728	0000000000	000000	1120
P100	ZP11	PC1	 	50119974	0080	0015627923	作業時間（自挿）	A0812	SNF	PZZA0109375	GK-1093B U75 4V	2	05260	0	61		2025/07/15 21:31:06	20250717	0000000000	000000	1120
P100	ZP11	PC1	 	50119981	0080	0015628063	作業時間（自挿）	A0812	SNF	PZZA0177803	IK-1778A S03	8	05260	0	31		2025/07/15 21:31:06	20250717	0000000000	000000	1120
P100	ZP11	PC1	 	50119981	0070	0015628062	機械時間（自挿）	A0811	SNF	PZZA0177803	IK-1778A S03	8	05260	0	6		2025/07/15 21:31:06	20250717	0000000000	000000	1120
P100	ZP11	PC1	 	50119981	0060	0015628061	段取り（自挿）	A0810	SNF	PZZA0177803	IK-1778A S03	8	05260	0	14		2025/07/15 21:31:06	20250717	0000000000	000000	1120
P100	ZPS2	CC0	G-0316801-10-01-02	40162358	0050	0015041402	ケース（塗装）	A0330	NN	J00A7190900	ｹｰｽ構成表	4	05289	0	540		2025/07/15 21:31:07	20250703	 	 	
P100	ZPS2	C28	I-0322942-10-01-01	40154115	0030	0013548898	総合組立	C0912	MNN	A00A1992501	SFST30SGB(I/O)	1	05261	0	430		2025/07/15 21:31:07	20250819	 	 	
P100	ZPS2	CC0	G-0316801-10-01-02	40162358	1000	0015041411	ケース（焼付乾燥）	A0342	NN	J00A7190900	ｹｰｽ構成表	4	05289	0	240		2025/07/15 21:31:07	20250703	 	 	
P100	ZP11	PC1	 	50119994	0070	0015669072	機械時間（自挿）	A0811	SNF	P00A0720300	WK-7203  RELAY I/F2	24	05260	0	10		2025/07/15 21:31:07	20250728	0000000000	000000	1120
P100	ZP11	PC1	 	50119994	0080	0015669073	作業時間（自挿）	A0812	SNF	P00A0720300	WK-7203  RELAY I/F2	24	05260	0	56		2025/07/15 21:31:07	20250728	0000000000	000000	1120
P100	ZPS2	B10	M-0343869-10	40164711	0030	0015532850	改造	C0922	MNN	A00A1470000	HKE-10200GT59(K)	6	05298	0	120		2025/07/15 21:31:08	20250725	 	 	
P100	ZPS2	CC0	G-0332335-10-01-02	40163361	0030	0015211676	ケース（枠・組立）	A0320	MNN	J00A7151200	ケース構成表(本体)	1	05346	0	70		2025/07/15 21:31:08	20250709	 	 	
P100	ZPS2	CC0	G-0316801-10-01-02	40162358	0030	0015041400	ケース（枠・組立）	A0320	MNN	J00A7190900	ｹｰｽ構成表	4	05346	0	200		2025/07/15 21:31:08	20250703	 	 	
P100	ZPS2	C17	G-0334031-10	40160479	0040	0014674983	製品検査	C0951	NN	A00A2072900	KTA2F-7-3400C(5-20Hz)	1	05321	0	530		2025/07/15 21:31:08	20250707	 	 	1911
P100	ZPS2	CC0	I-0322599-10-01-11	40159664	0030	0014504717	ケース（枠・組立）	A0320	MNN	J00A6509100	ケース（架台)	1	05346	0	150		2025/07/15 21:31:08	20240617	 	 	
P100	ZPS2	C27	I-0332451-10	40159690	0040	0014505229	製品検査	C0952	NN	A00A2031800	SCF50TGD	1	05366	0	150		2025/07/15 21:31:09	20250730	 	 	
P100	ZP11	PC1	 	50119707	0030	0015527442	段取り（チップ実装）	A0800	SNF	P00A0723200	WK-7232B KP CONTROL	47	05382	0	10		2025/07/15 21:31:09	20250825	0000000000	000000	1120
P100	ZPS2	CC0	E-0336423-10-01-07	40165278	1020	0015699187	他部署手直し（ケース）	A0385	NN	J00A7212200	ケース2	1	05346	0	30		2025/07/15 21:31:09	20250704	 	 	
P100	ZPS2	B50	W-0335643-10	40161061	0030	0014788574	総合組立	C0922	MNN	A00A0553103	TSIB-100K	2	05356	0	140		2025/07/15 21:31:09	20250731	 	 	1911
P100	ZPS2	C17	M-0335925-20	40161145	0030	0014872851	総合組立	C0911	MNN	A00A2084900	ECA4F6-350-1500LSV No.2	1	05350	0	420		2025/07/15 21:31:09	20250808	 	 	1911
P100	ZP11	PC1	 	50119707	0050	0015527444	作業時間（チップ実装）	A0802	SNF	P00A0723200	WK-7232B KP CONTROL	47	05382	0	180		2025/07/15 21:31:10	20250825	0000000000	000000	1120
P100	ZP11	PC1	 	50119707	0040	0015527443	機械時間（チップ実装）	A0801	SNF	P00A0723200	WK-7232B KP CONTROL	47	05382	0	220		2025/07/15 21:31:10	20250825	0000000000	000000	1120
P100	ZP11	PC1	 	50119803	0040	0015540457	機械時間（チップ実装）	A0801	SNF	P0A603500	WK-6035A     PWM.PCB	6	05382	0	90		2025/07/15 21:31:10	20250718	0000000000	000000	1120
P100	ZP11	PC1	 	50119803	0050	0015540458	作業時間（チップ実装）	A0802	SNF	P0A603500	WK-6035A     PWM.PCB	6	05382	0	50		2025/07/15 21:31:10	20250718	0000000000	000000	1120
P100	ZP11	PC1	 	50119803	0030	0015540456	段取り（チップ実装）	A0800	SNF	P0A603500	WK-6035A     PWM.PCB	6	05382	0	50		2025/07/15 21:31:10	20250718	0000000000	000000	1120
P100	ZP11	PC1	 	50119972	0050	0015627880	作業時間（チップ実装）	A0802	SNF	P00A0797402	IK-7974A U02	16	05382	0	60		2025/07/15 21:31:11	20250703	0000000000	000000	1122
P100	ZP11	PC1	 	50119972	0040	0015627879	機械時間（チップ実装）	A0801	SNF	P00A0797402	IK-7974A U02	16	05382	0	95		2025/07/15 21:31:11	20250703	0000000000	000000	1122
P100	ZP11	PC1	 	50119972	0030	0015627878	段取り（チップ実装）	A0800	SNF	P00A0797402	IK-7974A U02	16	05382	0	20		2025/07/15 21:31:11	20250703	0000000000	000000	1122
P100	ZP11	PC1	 	50119971	0050	0015627860	作業時間（チップ実装）	A0802	SNF	P00A0797401	IK-7974A S01	8	05382	0	30		2025/07/15 21:31:11	20250703	0000000000	000000	1122
P100	ZP11	PC1	 	50119971	0030	0015627858	段取り（チップ実装）	A0800	SNF	P00A0797401	IK-7974A S01	8	05382	0	20		2025/07/15 21:31:11	20250703	0000000000	000000	1122
P100	ZP11	PC1	 	50119971	0040	0015627859	機械時間（チップ実装）	A0801	SNF	P00A0797401	IK-7974A S01	8	05382	0	55		2025/07/15 21:31:11	20250703	0000000000	000000	1122
P100	ZP11	PC1	 	50120007	0030	0015678808	段取り（チップ実装）	A0800	SNF	P00A0719317	IK-7193E S17 LCD制御PCB	15	05382	0	30		2025/07/15 21:31:12	20250724	0000000000	000000	1120
P100	ZP11	PC1	 	50120011	0040	0015678889	機械時間（チップ実装）	A0801	SNF	P00A0717109	MK-7171D S09 (MK691 T22)	1	05382	0	10		2025/07/15 21:31:12	20250724	0000000000	000000	1120
P100	ZP11	PC1	 	50120007	0040	0015678809	機械時間（チップ実装）	A0801	SNF	P00A0719317	IK-7193E S17 LCD制御PCB	15	05382	0	80		2025/07/15 21:31:12	20250724	0000000000	000000	1120
P100	ZP11	PC1	 	50120011	0030	0015678888	段取り（チップ実装）	A0800	SNF	P00A0717109	MK-7171D S09 (MK691 T22)	1	05382	0	10		2025/07/15 21:31:12	20250724	0000000000	000000	1120
P100	ZP11	PC1	 	50120007	0050	0015678810	作業時間（チップ実装）	A0802	SNF	P00A0719317	IK-7193E S17 LCD制御PCB	15	05382	0	50		2025/07/15 21:31:12	20250724	0000000000	000000	1120
P100	ZPS2	CB0	G-0316801-10-01-01	40162355	0030	0015041376	大型変圧（巻線）	A0010	NN	F00A0889000	3! 655KVA 420/111VX2	4	05413	0	340		2025/07/15 21:31:13	20250703	 	 	
P100	ZP11	PC1	 	50120059	0050	0015698726	作業時間（チップ実装）	A0802	SNF	P00A0717122	MK-7171D U22 (MK691 SD9)	8	05382	0	30		2025/07/15 21:31:13	20250827	0000000000	000000	1120
P100	ZP11	PC1	 	50120059	0030	0015698724	段取り（チップ実装）	A0800	SNF	P00A0717122	MK-7171D U22 (MK691 SD9)	8	05382	0	10		2025/07/15 21:31:13	20250827	0000000000	000000	1120
P100	ZP11	PC1	 	50120011	0050	0015678890	作業時間（チップ実装）	A0802	SNF	P00A0717109	MK-7171D S09 (MK691 T22)	1	05382	0	10		2025/07/15 21:31:13	20250724	0000000000	000000	1120
P100	ZP11	PC1	 	50120059	0040	0015698725	機械時間（チップ実装）	A0801	SNF	P00A0717122	MK-7171D U22 (MK691 SD9)	8	05382	0	30		2025/07/15 21:31:13	20250827	0000000000	000000	1120
P100	ZPS2	CB0	G-0316801-10-01-01	40162355	0040	0015041377	大型変圧（コア組）	A0020	NN	F00A0889000	3! 655KVA 420/111VX2	4	05413	0	60		2025/07/15 21:31:14	20250703	 	 	
P100	ZPS2	CC0	G-0316801-10-01-02	40162358	0050	0015041402	ケース（塗装）	A0330	NN	J00A7190900	ｹｰｽ構成表	4	05424	0	110		2025/07/15 21:31:14	20250703	 	 	
P100	ZPS2	CD1	I-0334914-10-01-05-01	40162192	1000	0015029556	ハーネス一品（圧着・コネクタ・検査）	A0730	NN		インバータ盤_ハーネス		05423	0	45		2025/07/15 21:31:14	20250724	 	 	
P100	ZPS2	CD1	I-0316838-10-01-08-01	40164359	1000	0015397420	ハーネス一品（圧着・コネクタ・検査）	A0730	NN		直流分岐盤_ハーネス		05423	0	1		2025/07/15 21:31:14	20250724	 	 	
P100	ZPS2	CD1	I-0334840-10-01-04-01	40162220	1000	0015029795	ハーネス一品（圧着・コネクタ・検査）	A0730	NN		I/O盤_ハーネス		05423	0	6		2025/07/15 21:31:14	20250722	 	 	
P100	ZP10	CD0	 	10133203	1000	0015534610	ハーネス量産（圧着・コネクタ・検査）	A0630	MSN	E00A3846800	KSM-6402HAFIW ﾎｼﾞｮﾊｰﾈｽ	50	51308	0	180		2025/07/15 21:31:15	20250828	0000000000	000000	1210
P100	ZPS2	CC0	G-0335098-10-01-01	40162719	0030	0015084374	ケース（枠・組立）	A0320	MNN	J00A5928100	ｹｰｽ構成表	3	05424	0	240		2025/07/15 21:31:15	20250717	 	 	
P100	ZPS2	CB0	G-0316801-10-01-01	40162355	1000	0015041379	大型変圧（組立・仕上・検査）	A0030	MNN	F00A0889000	3! 655KVA 420/111VX2	4	51286	0	520		2025/07/15 21:31:15	20250703	 	 	
P100	ZP10	B82	 	10131828	1000	0014885706	出荷検査	C0960	SN	A00A0207100	#YWE-SR350-AJ0(A)	50	05434	0	110		2025/07/15 21:31:15	20250722	0000000000	000000	1911
P100	ZP10	B82	 	10131828	0040	0014885701	製品検査	C0953	SN	A00A0207100	#YWE-SR350-AJ0(A)	50	05434	0	185		2025/07/15 21:31:15	20250722	0000000000	000000	1911
P100	ZPS2	C28	I-0322942-10-01-02	40154118	0030	0013548931	総合組立	C0912	MNN	A00A1992502	SFST30SGB(INV)	1	51410	0	70		2025/07/15 21:31:16	20250819	 	 	
P100	ZP10	CD0	 	10133421	1000	0015674035	ハーネス量産（圧着・コネクタ・検査）	A0630	MSN	64029173500	補助ﾊｰﾈｽ 鋳造機	9	51308	0	140		2025/07/15 21:31:16	20250829	0000000000	000000	1210
P100	ZPS2	C28	I-0309401-10-01-02	40150007	0030	0012899564	総合組立	C0912	MNN	A00A1910102	SFST20SGB-50MSP(INV)	1	51410	0	160		2025/07/15 21:31:16	20250829	 	 	
P100	ZPS2	C28	I-0322942-10-01-01	40154115	0030	0013548898	総合組立	C0912	MNN	A00A1992501	SFST30SGB(I/O)	1	51410	0	60		2025/07/15 21:31:16	20250819	 	 	
P100	ZPS2	C28	I-0322942-10-01-03	40154122	0030	0013548965	総合組立	C0912	MNN	A00A1992503	SFST30SGB(BATT)	1	51410	0	60		2025/07/15 21:31:16	20250819	 	 	
P100	ZPS2	C17	G-0327744-10	40157026	0030	0014063492	総合組立	C0911	MNN	A00A2031100	SCB3WF7-35-20KC(T/B切替)	1	51411	0	440		2025/07/15 21:31:17	20250822	 	 	1911
P100	ZP11	PC1	 	50119867	0100	0015606538	作業時間（手挿）	A0822	SNF	P0A602300	MK-6023C     FAN SOURCE	3	51456	0	15		2025/07/15 21:31:17	20250710	0000000000	000000	1120
P100	ZP11	PC1	 	50119864	0100	0015606477	作業時間（手挿）	A0822	SNF	P00A0775800	WK-7758 MRT MOTHER	2	51456	0	70		2025/07/15 21:31:17	20250710	0000000000	000000	1120
P100	ZP11	PC1	 	50119983	0100	0015628106	作業時間（手挿）	A0822	SNF	P0A230302	WK-2303B U02 SEQ(21ECD)	6	51456	0	45		2025/07/15 21:31:17	20250717	0000000000	000000	1120
P100	ZP11	PC1	 	50119981	0100	0015628066	作業時間（手挿）	A0822	SNF	PZZA0177803	IK-1778A S03	8	51456	0	140		2025/07/15 21:31:17	20250717	0000000000	000000	1120
P100	ZP11	PC1	 	50120006	0100	0015678795	作業時間（手挿）	A0822	SNF	P00A0766200	PK-7662A CONNECTION PCB	40	51456	0	100		2025/07/15 21:31:18	20250724	0000000000	000000	1120
P100	ZP11	PC1	 	50119859	0160	0015606383	作業時間（検査）	A0852	MFN	PZZA0344829	WK-3448 U29 REACH	15	51463	0	30		2025/07/15 21:31:18	20250710	0000000000	000000	1120
P100	ZP11	PC1	 	50119859	0130	0015606381	段取り（検査）	A0850	SNF	PZZA0344829	WK-3448 U29 REACH	15	51463	0	11		2025/07/15 21:31:18	20250710	0000000000	000000	1120
P100	ZP11	PC1	 	50119804	0140	0015541170	機械時間（検査）	A0851	SNF	PZZA0611502	IK-6115 U02	2	51463	0	3		2025/07/15 21:31:18	20250625	0000000000	000000	1120
P100	ZP11	PC1	 	50119804	0130	0015541169	段取り（検査）	A0850	SNF	PZZA0611502	IK-6115 U02	2	51463	0	5		2025/07/15 21:31:18	20250625	0000000000	000000	1120
P100	ZP11	PC1	 	50119864	0130	0015606480	段取り（検査）	A0850	SNF	P00A0775800	WK-7758 MRT MOTHER	2	51463	0	6		2025/07/15 21:31:19	20250710	0000000000	000000	1120
P100	ZP11	PC1	 	50119864	0140	0015606481	機械時間（検査）	A0851	SNF	P00A0775800	WK-7758 MRT MOTHER	2	51463	0	4		2025/07/15 21:31:19	20250710	0000000000	000000	1120
P100	ZP11	PC1	 	50119880	0130	0015606801	段取り（検査）	A0850	SNF	P0A344825	WK-3448 S25   MAIN PCB	25	51463	0	12		2025/07/15 21:31:19	20250818	0000000000	000000	1120
P100	ZP11	PC1	 	50119876	0160	0015606723	作業時間（検査）	A0852	MFN	P00A0743600	IK-7436B 制御電源基板	30	51463	0	30		2025/07/15 21:31:19	20250710	0000000000	000000	1120
P100	ZP11	PC1	 	50119876	0130	0015606721	段取り（検査）	A0850	SNF	P00A0743600	IK-7436B 制御電源基板	30	51463	0	6		2025/07/15 21:31:19	20250710	0000000000	000000	1120
P100	ZP11	PC2	 	50120141	0860	0015747402	作業時間（検査）	A0852	MFN	P00A0727002	MK-7270C U02 ﾙｯｸｽ(00) Ro	49	51463	0	24		2025/07/15 21:31:20	20250724	0000000000	000000	1120
P100	ZP11	PC1	 	50119880	0160	0015606803	作業時間（検査）	A0852	MFN	P0A344825	WK-3448 S25   MAIN PCB	25	51463	0	48		2025/07/15 21:31:20	20250818	0000000000	000000	1120
P100	ZP11	PC1	 	50119893	0160	0015607063	作業時間（検査）	A0852	MFN	PZZA0440926	IK-4409C U26 INV/CONT	1	51463	0	3		2025/07/15 21:31:20	20250710	0000000000	000000	1120
P100	ZP11	PC1	 	50119893	0140	0015607062	機械時間（検査）	A0851	SNF	PZZA0440926	IK-4409C U26 INV/CONT	1	51463	0	2		2025/07/15 21:31:20	20250710	0000000000	000000	1120
P100	ZP11	PC1	 	50119893	0130	0015607061	段取り（検査）	A0850	SNF	PZZA0440926	IK-4409C U26 INV/CONT	1	51463	0	11		2025/07/15 21:31:20	20250710	0000000000	000000	1120
