プラント	指図タイプ	MRP管理者	WBS番号	指図番号	作業/活動番号	確認番号	テキスト（短）	作業区	管理キー	品目コード	品目テキスト	指図数	担当者コード	人数	工数時間	入力開始日	入力終了日	計画終了日	受注伝票番号	受注明細番号	保管場所
P100	ZP11	PC1	 	50119913	0100	0015613164	作業時間（手挿）	A0822	SNF	P00A0786000	MK-7860B MRT-PL CPU	2	51497	0	10		2025/07/03 21:31:44	20250704	0000000000	000000	1120
P100	ZP11	PC1	 	50119839	0100	0015573415	作業時間（手挿）	A0822	SNF	97K112325	GK-1123 U25 PZA042300 (F)	1	51497	0	25		2025/07/03 21:31:44	20250704	0000000000	000000	1120
P100	ZP11	PC1	 	50119869	0100	0015606578	作業時間（手挿）	A0822	SNF	P0A309432	WK-3094 U32         RELAY	2	51497	0	10		2025/07/03 21:31:44	20250710	0000000000	000000	1120
P100	ZP11	PC1	 	50119868	0100	0015606558	作業時間（手挿）	A0822	SNF	P0A309431	WK-3094 U31         RELAY	2	51497	0	10		2025/07/03 21:31:44	20250710	0000000000	000000	1120
P100	ZP11	PC1	 	50119812	0100	0015541473	作業時間（手挿）	A0822	SNF	P0A481900	WK-4819E   DETECT PCB	160	51497	0	160		2025/07/03 21:31:44	20250725	0000000000	000000	1120
P100	ZP11	PC1	 	50119931	0100	0015615186	作業時間（手挿）	A0822	SNF	PZZA0474108	IK-4741 U08 DIODE	9	51497	0	15		2025/07/03 21:31:45	20250703	0000000000	000000	1120
P100	ZPS2	CC0	G-0331386-20-01-01	40160465	0030	0014674228	ケース（枠・組立）	A0320	MNN	J00A7160800	ケース	1	51520	0	160		2025/07/03 21:31:45	20250603	 	 	
P100	ZP11	PC1	 	50119917	0100	0015614774	作業時間（手挿）	A0822	SNF	P0A435600	CK-4356      ﾋｮｳｼﾞｭﾝ	2	51497	0	20		2025/07/03 21:31:45	20250717	0000000000	000000	1120
P100	ZP11	PC1	 	50119334	0150	0015293641	作業時間（仕上げ）	A0840	SNF	P0A597500	WK-5975C CO2/MAG I/F	55	91372	0	22		2025/07/03 21:31:45	20250612	0000000000	000000	1120
P100	ZP11	PC1	 	50119924	0100	0015615045	作業時間（手挿）	A0822	SNF	PZZA0474110	IK-4741 U10 DIODE	3	51497	0	6		2025/07/03 21:31:45	20250703	0000000000	000000	1120
P100	ZP11	PC1	 	50119722	0150	0015533087	作業時間（仕上げ）	A0840	SNF	P00A0761500	WK-7615A     AC TIG CTRL	5	91372	0	32		2025/07/03 21:31:46	20250630	0000000000	000000	1120
P100	ZP11	PC1	 	50119772	0150	0015539865	作業時間（仕上げ）	A0840	SNF	P0A460515	GK-4605 S15	10	91372	0	26		2025/07/03 21:31:46	20250704	0000000000	000000	1120
P100	ZP11	PC1	 	50119657	0150	0015473963	作業時間（仕上げ）	A0840	SNF	P0A466123	IK-4661B U23 RF 48V	2	91372	0	20		2025/07/03 21:31:46	20250605	0000000000	000000	1120
P100	ZP11	PC1	 	50119710	0150	0015528128	作業時間（仕上げ）	A0840	SNF	P00A0789006	MK-7890 S06 PR CPU Ro	4	91372	0	95		2025/07/03 21:31:46	20250620	0000000000	000000	1120
P100	ZP11	PC1	 	50119808	0150	0015541259	作業時間（仕上げ）	A0840	SNF	97K102708	YMK-1027S08	1	91372	0	10		2025/07/03 21:31:46	20250627	0000000000	000000	1120
P100	ZP11	PC1	 	50119731	0100	0015533294	作業時間（手挿）	A0822	SNF	PZZA0286425	IK-2864BU25 LCD CNTRL NEX	12	91403	0	20		2025/07/03 21:31:47	20250619	0000000000	000000	1120
P100	ZP11	PC1	 	50119576	0100	0015376885	作業時間（手挿）	A0822	SNF	P00A0800900	IK-8009	40	91403	0	3		2025/07/03 21:31:47	20250710	0000000000	000000	1120
P100	ZP11	PC1	 	50119567	0100	0015376643	作業時間（手挿）	A0822	SNF	P0A227200	GK-2272A          ｹﾞｰﾄｶｲﾛ	42	91403	0	3		2025/07/03 21:31:47	20250708	0000000000	000000	1120
P100	ZP11	PC1	 	50119620	0100	0015446072	作業時間（手挿）	A0822	SNF	P0A546606	WK-5466E U06(J)200A D/D	2	91403	0	20		2025/07/03 21:31:47	20250627	0000000000	000000	1120
P100	ZP11	PC1	 	50119765	0100	0015539734	作業時間（手挿）	A0822	SNF	PZZA0474110	IK-4741 U10 DIODE	3	91403	0	1		2025/07/03 21:31:47	20250626	0000000000	000000	1120
P100	ZP11	PC1	 	50119857	0090	0015606318	段取り（手挿・修正）	A0820	SNF	P00A0745200	WK-7452  PANEL REACH	15	91403	0	51		2025/07/03 21:31:48	20250710	0000000000	000000	1120
P100	ZP11	PC1	 	50119839	0100	0015573415	作業時間（手挿）	A0822	SNF	97K112325	GK-1123 U25 PZA042300 (F)	1	91403	0	12		2025/07/03 21:31:48	20250704	0000000000	000000	1120
P100	ZP11	PC1	 	50119792	0100	0015540214	作業時間（手挿）	A0822	SNF	P00A0794200	IK-7942 電解ｺﾝPCB	10	91403	0	1		2025/07/03 21:31:48	20250626	0000000000	000000	1120
P100	ZP11	PC1	 	50119869	0100	0015606578	作業時間（手挿）	A0822	SNF	P0A309432	WK-3094 U32         RELAY	2	91403	0	3		2025/07/03 21:31:48	20250710	0000000000	000000	1120
P100	ZP11	PC1	 	50119868	0100	0015606558	作業時間（手挿）	A0822	SNF	P0A309431	WK-3094 U31         RELAY	2	91403	0	3		2025/07/03 21:31:48	20250710	0000000000	000000	1120
P100	ZP11	PC1	 	50119931	0100	0015615186	作業時間（手挿）	A0822	SNF	PZZA0474108	IK-4741 U08 DIODE	9	91403	0	1		2025/07/03 21:31:49	20250703	0000000000	000000	1120
P100	ZP10	B10	 	10132554	0023	0015081344	外注加工(スクリーン印刷)	C0921	SG	A00A1962600	MRT-15010C        STD	10	91433	0	130		2025/07/03 21:31:49	20250710	0000000000	000000	1911
P100	ZP11	PC1	 	50119924	0100	0015615045	作業時間（手挿）	A0822	SNF	PZZA0474110	IK-4741 U10 DIODE	3	91403	0	1		2025/07/03 21:31:49	20250703	0000000000	000000	1120
P100	ZP11	PC1	 	50119913	0100	0015613164	作業時間（手挿）	A0822	SNF	P00A0786000	MK-7860B MRT-PL CPU	2	91403	0	5		2025/07/03 21:31:49	20250704	0000000000	000000	1120
P100	ZP11	PC1	 	50119917	0090	0015614772	段取り（手挿・修正）	A0820	SNF	P0A435600	CK-4356      ﾋｮｳｼﾞｭﾝ	2	91403	0	7		2025/07/03 21:31:49	20250717	0000000000	000000	1120
P100	ZP10	B10	 	10132834	0040	0015244025	総合組立	C0921	MSN	A6A686900	KSX-100MHXP ﾘｮｳｻﾝｷ	10	91433	0	40		2025/07/03 21:31:50	20250716	0000000000	000000	1911
P100	ZP10	B10	 	10132837	0040	0015244097	総合組立	C0921	MSN	A6A686900	KSX-100MHXP ﾘｮｳｻﾝｷ	10	91433	0	20		2025/07/03 21:31:50	20250718	0000000000	000000	1911
P100	ZP10	B10	 	10132836	0040	0015244067	総合組立	C0921	MSN	A6A686900	KSX-100MHXP ﾘｮｳｻﾝｷ	10	91433	0	40		2025/07/03 21:31:50	20250718	0000000000	000000	1911
P100	ZP10	B10	 	10132835	0040	0015244046	総合組立	C0921	MSN	A6A686900	KSX-100MHXP ﾘｮｳｻﾝｷ	10	91433	0	40		2025/07/03 21:31:50	20250717	0000000000	000000	1911
P100	ZP10	B10	 	10132833	0040	0015244004	総合組立	C0921	MSN	A6A686900	KSX-100MHXP ﾘｮｳｻﾝｷ	10	91433	0	40		2025/07/03 21:31:50	20250717	0000000000	000000	1911
P100	ZP10	B10	 	10132554	0030	0015081337	総合組立	C0921	MSN	A00A1962600	MRT-15010C        STD	10	91466	0	80		2025/07/03 21:31:51	20250710	0000000000	000000	1911
P100	ZP10	B10	 	10131639	0040	0014786378	総合組立	C0921	MSN	A6A686700	KSX-45MHXP ﾘｮｳｻﾝｷ	10	91466	0	70		2025/07/03 21:31:51	20250711	0000000000	000000	1911
P100	ZP10	B10	 	10132834	0040	0015244025	総合組立	C0921	MSN	A6A686900	KSX-100MHXP ﾘｮｳｻﾝｷ	10	91466	0	40		2025/07/03 21:31:51	20250716	0000000000	000000	1911
P100	ZP10	B10	 	10132833	0040	0015244004	総合組立	C0921	MSN	A6A686900	KSX-100MHXP ﾘｮｳｻﾝｷ	10	91466	0	60		2025/07/03 21:31:51	20250717	0000000000	000000	1911
P100	ZP10	B10	 	10131638	0040	0014786357	総合組立	C0921	MSN	A6A686700	KSX-45MHXP ﾘｮｳｻﾝｷ	10	91466	0	70		2025/07/03 21:31:51	20250711	0000000000	000000	1911
P100	ZP10	B10	 	10132837	0040	0015244097	総合組立	C0921	MSN	A6A686900	KSX-100MHXP ﾘｮｳｻﾝｷ	10	91466	0	20		2025/07/03 21:31:52	20250718	0000000000	000000	1911
P100	ZP10	B10	 	10132835	0040	0015244046	総合組立	C0921	MSN	A6A686900	KSX-100MHXP ﾘｮｳｻﾝｷ	10	91466	0	40		2025/07/03 21:31:52	20250717	0000000000	000000	1911
P100	ZPS2	CD1	I-0321267-10-01-04-01	40153797	0010	0013514172	ハーネス一品（加工）	A0710	NN		RF盤_ハーネス		91488	0	68		2025/07/03 21:31:52	20250605	 	 	
P100	ZP10	B10	 	10132836	0040	0015244067	総合組立	C0921	MSN	A6A686900	KSX-100MHXP ﾘｮｳｻﾝｷ	10	91466	0	40		2025/07/03 21:31:52	20250718	0000000000	000000	1911
P100	ZPS2	CD1	G-0332335-10-01-03	40163362	0010	0015211688	ハーネス一品（加工）	A0710	NN		大型Ｂ１ハーネス（一品）		91488	0	98		2025/07/03 21:31:53	20250709	 	 	
P100	ZP10	B10	 	10132834	0040	0015244025	総合組立	C0921	MSN	A6A686900	KSX-100MHXP ﾘｮｳｻﾝｷ	10	91509	0	50		2025/07/03 21:31:53	20250716	0000000000	000000	1911
P100	ZP10	B10	 	10132835	0040	0015244046	総合組立	C0921	MSN	A6A686900	KSX-100MHXP ﾘｮｳｻﾝｷ	10	91509	0	40		2025/07/03 21:31:53	20250717	0000000000	000000	1911
P100	ZP10	B10	 	10132836	0040	0015244067	総合組立	C0921	MSN	A6A686900	KSX-100MHXP ﾘｮｳｻﾝｷ	10	91509	0	40		2025/07/03 21:31:53	20250718	0000000000	000000	1911
P100	ZP10	B10	 	10132833	0040	0015244004	総合組立	C0921	MSN	A6A686900	KSX-100MHXP ﾘｮｳｻﾝｷ	10	91509	0	50		2025/07/03 21:31:53	20250717	0000000000	000000	1911
P100	ZP10	B10	 	10131639	0040	0014786378	総合組立	C0921	MSN	A6A686700	KSX-45MHXP ﾘｮｳｻﾝｷ	10	91509	0	120		2025/07/03 21:31:53	20250711	0000000000	000000	1911
P100	ZP10	B58	 	10133060	0030	0015375687	総合組立	C0922	MSN	A00A0480500	冷却扇 ASSY	3	91509	0	60		2025/07/03 21:31:54	20250722	0000000000	000000	1910
P100	ZP11	PC1	 	50119567	0110	0015376642	機械時間（手挿）	A0821	SNF	P0A227200	GK-2272A          ｹﾞｰﾄｶｲﾛ	42	91518	0	15		2025/07/03 21:31:54	20250708	0000000000	000000	1120
P100	ZP11	PC1	 	50119567	0100	0015376643	作業時間（手挿）	A0822	SNF	P0A227200	GK-2272A          ｹﾞｰﾄｶｲﾛ	42	91518	0	15		2025/07/03 21:31:54	20250708	0000000000	000000	1120
P100	ZP10	B10	 	10132837	0040	0015244097	総合組立	C0921	MSN	A6A686900	KSX-100MHXP ﾘｮｳｻﾝｷ	10	91509	0	40		2025/07/03 21:31:54	20250718	0000000000	000000	1911
P100	ZP11	PC1	 	50119576	0100	0015376885	作業時間（手挿）	A0822	SNF	P00A0800900	IK-8009	40	91518	0	10		2025/07/03 21:31:55	20250710	0000000000	000000	1120
P100	ZP11	PC1	 	50119620	0110	0015446073	機械時間（手挿）	A0821	SNF	P0A546606	WK-5466E U06(J)200A D/D	2	91518	0	10		2025/07/03 21:31:55	20250627	0000000000	000000	1120
P100	ZP11	PC1	 	50119576	0110	0015376886	機械時間（手挿）	A0821	SNF	P00A0800900	IK-8009	40	91518	0	10		2025/07/03 21:31:55	20250710	0000000000	000000	1120
P100	ZP11	PC1	 	50119620	0100	0015446072	作業時間（手挿）	A0822	SNF	P0A546606	WK-5466E U06(J)200A D/D	2	91518	0	10		2025/07/03 21:31:55	20250627	0000000000	000000	1120
P100	ZP11	PC1	 	50119731	0100	0015533294	作業時間（手挿）	A0822	SNF	PZZA0286425	IK-2864BU25 LCD CNTRL NEX	12	91518	0	15		2025/07/03 21:31:55	20250619	0000000000	000000	1120
P100	ZP11	PC1	 	50119792	0110	0015540215	機械時間（手挿）	A0821	SNF	P00A0794200	IK-7942 電解ｺﾝPCB	10	91518	0	25		2025/07/03 21:31:56	20250626	0000000000	000000	1120
P100	ZP11	PC1	 	50119765	0100	0015539734	作業時間（手挿）	A0822	SNF	PZZA0474110	IK-4741 U10 DIODE	3	91518	0	5		2025/07/03 21:31:56	20250626	0000000000	000000	1120
P100	ZP11	PC1	 	50119765	0110	0015539735	機械時間（手挿）	A0821	SNF	PZZA0474110	IK-4741 U10 DIODE	3	91518	0	5		2025/07/03 21:31:56	20250626	0000000000	000000	1120
P100	ZP11	PC1	 	50119792	0100	0015540214	作業時間（手挿）	A0822	SNF	P00A0794200	IK-7942 電解ｺﾝPCB	10	91518	0	25		2025/07/03 21:31:56	20250626	0000000000	000000	1120
P100	ZP11	PC1	 	50119731	0110	0015533295	機械時間（手挿）	A0821	SNF	PZZA0286425	IK-2864BU25 LCD CNTRL NEX	12	91518	0	15		2025/07/03 21:31:56	20250619	0000000000	000000	1120
P100	ZP11	PC1	 	50119869	0110	0015606577	機械時間（手挿）	A0821	SNF	P0A309432	WK-3094 U32         RELAY	2	91518	0	5		2025/07/03 21:31:57	20250710	0000000000	000000	1120
P100	ZP11	PC1	 	50119868	0100	0015606558	作業時間（手挿）	A0822	SNF	P0A309431	WK-3094 U31         RELAY	2	91518	0	5		2025/07/03 21:31:57	20250710	0000000000	000000	1120
P100	ZP11	PC1	 	50119839	0110	0015573414	機械時間（手挿）	A0821	SNF	97K112325	GK-1123 U25 PZA042300 (F)	1	91518	0	5		2025/07/03 21:31:57	20250704	0000000000	000000	1120
P100	ZP11	PC1	 	50119839	0100	0015573415	作業時間（手挿）	A0822	SNF	97K112325	GK-1123 U25 PZA042300 (F)	1	91518	0	5		2025/07/03 21:31:57	20250704	0000000000	000000	1120
P100	ZP11	PC1	 	50119868	0110	0015606557	機械時間（手挿）	A0821	SNF	P0A309431	WK-3094 U31         RELAY	2	91518	0	5		2025/07/03 21:31:57	20250710	0000000000	000000	1120
P100	ZP11	PC1	 	50119869	0100	0015606578	作業時間（手挿）	A0822	SNF	P0A309432	WK-3094 U32         RELAY	2	91518	0	5		2025/07/03 21:31:58	20250710	0000000000	000000	1120
P100	ZP11	PC1	 	50119924	0110	0015615046	機械時間（手挿）	A0821	SNF	PZZA0474110	IK-4741 U10 DIODE	3	91518	0	5		2025/07/03 21:31:58	20250703	0000000000	000000	1120
P100	ZP11	PC1	 	50119931	0110	0015615185	機械時間（手挿）	A0821	SNF	PZZA0474108	IK-4741 U08 DIODE	9	91518	0	10		2025/07/03 21:31:58	20250703	0000000000	000000	1120
P100	ZP11	PC1	 	50119924	0100	0015615045	作業時間（手挿）	A0822	SNF	PZZA0474110	IK-4741 U10 DIODE	3	91518	0	5		2025/07/03 21:31:58	20250703	0000000000	000000	1120
P100	ZP11	PC1	 	50119913	0100	0015613164	作業時間（手挿）	A0822	SNF	P00A0786000	MK-7860B MRT-PL CPU	2	91518	0	5		2025/07/03 21:31:58	20250704	0000000000	000000	1120
P100	ZP11	PC1	 	50119913	0110	0015613165	機械時間（手挿）	A0821	SNF	P00A0786000	MK-7860B MRT-PL CPU	2	91518	0	5		2025/07/03 21:31:58	20250704	0000000000	000000	1120
P100	ZP11	PC1	 	50119335	0020	0015293665	部品仕分け	C0931	SNF	P0A597500	WK-5975C CO2/MAG I/F	100	91519	0	6		2025/07/03 21:31:59	20250818	0000000000	000000	1120
P100	ZP11	PC1	 	50119931	0100	0015615186	作業時間（手挿）	A0822	SNF	PZZA0474108	IK-4741 U08 DIODE	9	91518	0	10		2025/07/03 21:31:59	20250703	0000000000	000000	1120
P100	ZP11	PC1	 	50119760	0020	0015536276	部品仕分け	C0931	SNF	971030135	GK-1093B  ｹ-ｽｲﾘ	8	91519	0	16		2025/07/03 21:31:59	20250703	0000000000	000000	1120
P100	ZP11	PC1	 	50119662	0020	0015522751	部品仕分け	C0931	SNF	PZZA0560410	WK-5604A U10 DET 100K	6	91519	0	3		2025/07/03 21:31:59	20250710	0000000000	000000	1120
P100	ZP11	PC1	 	50119872	0020	0015606629	部品仕分け	C0931	SNF	P0A563001	WK-5630B U01 EAGLE FILTER	2	91519	0	2		2025/07/03 21:31:59	20250710	0000000000	000000	1120
P100	ZP11	PC1	 	50119873	0020	0015606649	部品仕分け	C0931	SNF	P0A569402	WK-5694A S02  DDC-M	2	91519	0	9		2025/07/03 21:32:00	20250710	0000000000	000000	1120
P100	ZP11	PC1	 	50119893	0020	0015607049	部品仕分け	C0931	SNF	PZZA0440926	IK-4409C U26 INV/CONT	1	91519	0	10		2025/07/03 21:32:00	20250710	0000000000	000000	1120
P100	ZP11	PC1	 	50119892	0020	0015607017	部品仕分け	C0931	SNF	P0A367300	IK-3673    DCS PCB	30	91519	0	3		2025/07/03 21:32:00	20250710	0000000000	000000	1120
P100	ZP11	PC1	 	50119932	0020	0015615197	部品仕分け	C0931	SNF	P00A0703004	IK-7030B S04	8	91519	0	26		2025/07/03 21:32:00	20250703	0000000000	000000	1120
P100	ZPS2	CD1	G-0332335-10-01-03	40163362	0030	0015211690	ハーネス一品（布線）	A0720	MNN		大型Ｂ１ハーネス（一品）		91525	0	347		2025/07/03 21:32:01	20250709	 	 	
P100	ZP11	PC1	 	50119152	0090	0015173429	段取り（手挿・修正）	A0820	SNF	P0A222800	MK-2228E    PHASE CONTRL	30	91526	0	60		2025/07/03 21:32:01	20250625	0000000000	000000	1120
P100	ZP11	PC1	 	50120074	0020	0015699395	部品仕分け	C0931	SNF	PZZA0357142	GK-3571 S42 Q38=CUT	1	91519	0	37		2025/07/03 21:32:01	20250704	0000000000	000000	1120
P100	ZPS2	CD1	I-0321267-10-01-05-01	40153799	0030	0013514191	ハーネス一品（布線）	A0720	MNN		INV盤_ハーネス		91525	0	85		2025/07/03 21:32:01	20250605	 	 	
P100	ZPS2	CD1	I-0335989-10-01-01-02	40162613	0030	0015049932	ハーネス一品（布線）	A0720	MNN		入出力盤_ハーネス		91525	0	173		2025/07/03 21:32:01	20250715	 	 	
P100	ZP11	PC1	 	50119868	0090	0015606556	段取り（手挿・修正）	A0820	SNF	P0A309431	WK-3094 U31         RELAY	2	91526	0	10		2025/07/03 21:32:02	20250710	0000000000	000000	1120
P100	ZP11	PC1	 	50119821	0090	0015572613	段取り（手挿・修正）	A0820	SNF	970112800	GK-1280 B	3	91526	0	105		2025/07/03 21:32:02	20250703	0000000000	000000	1120
P100	ZP11	PC1	 	50119567	0090	0015376641	段取り（手挿・修正）	A0820	SNF	P0A227200	GK-2272A          ｹﾞｰﾄｶｲﾛ	42	91531	0	35		2025/07/03 21:32:02	20250708	0000000000	000000	1120
P100	ZP11	PC1	 	50119761	0100	0015536305	作業時間（手挿）	A0822	SNF	971030136	GK-1093BT1  ｹ-ｽｲﾘ	2	91531	0	35		2025/07/03 21:32:02	20250703	0000000000	000000	1120
P100	ZP11	PC1	 	50119731	0090	0015533293	段取り（手挿・修正）	A0820	SNF	PZZA0286425	IK-2864BU25 LCD CNTRL NEX	12	91526	0	35		2025/07/03 21:32:02	20250619	0000000000	000000	1120
P100	ZP11	PC1	 	50119862	0090	0015606436	段取り（手挿・修正）	A0820	SNF	970112530	MK-1253A	1	91531	0	33		2025/07/03 21:32:03	20250710	0000000000	000000	1120
P100	ZP11	PC1	 	50119762	0100	0015536335	作業時間（手挿）	A0822	SNF	971030139	GK-1123T1  ｹ-ｽｲﾘ(F)	2	91531	0	26		2025/07/03 21:32:03	20250703	0000000000	000000	1120
P100	ZP11	PC1	 	50119806	0100	0015541206	作業時間（手挿）	A0822	SNF	97K112325	GK-1123 U25 PZA042300 (F)	1	91531	0	20		2025/07/03 21:32:03	20250627	0000000000	000000	1120
P100	ZP11	PC1	 	50119862	0100	0015606438	作業時間（手挿）	A0822	SNF	970112530	MK-1253A	1	91531	0	5		2025/07/03 21:32:03	20250710	0000000000	000000	1120
P100	ZP11	PC1	 	50119869	0090	0015606576	段取り（手挿・修正）	A0820	SNF	P0A309432	WK-3094 U32         RELAY	2	91531	0	26		2025/07/03 21:32:03	20250710	0000000000	000000	1120
P100	ZP11	PC1	 	50119913	0090	0015613163	段取り（手挿・修正）	A0820	SNF	P00A0786000	MK-7860B MRT-PL CPU	2	91543	0	5		2025/07/03 21:32:04	20250704	0000000000	000000	1120
P100	ZPS2	CD1	G-0332335-10-01-03	40163362	1000	0015211695	ハーネス一品（圧着・コネクタ・検査）	A0730	NN		大型Ｂ１ハーネス（一品）		91537	0	27		2025/07/03 21:32:04	20250709	 	 	
P100	ZPS2	C17	G-0329746-10	40158085	0030	0014185027	総合組立	C0911	MNN	A00A2033200	KCA4WF7‐20‐5KC	4	N0001	0	840		2025/07/03 21:32:04	20250731	 	 	
P100	ZPS2	CD1	I-0309401-10-01-02-02	40150009	1000	0012899588	ハーネス一品（圧着・コネクタ・検査）	A0730	NN		インバータ盤_ハーネス		91537	0	27		2025/07/03 21:32:04	20250408	 	 	
P100	ZP11	PC1	 	50119913	0090	0015613163	段取り（手挿・修正）	A0820	SNF	P00A0786000	MK-7860B MRT-PL CPU	2	91531	0	8		2025/07/03 21:32:04	20250704	0000000000	000000	1120
P100	ZPS2	C50	I-0292419-20	40138463	0010	0010613424	製品検査	C0952	MNN	A00A1837500	FVL-300（54ｾﾙ）	1	02055	0	0	2025/07/04 13:27:34	2025/07/04 13:28:00	20250708	 	 	
P100	ZPS2	C50	I-0334363-20	40160665	0010	0014690247	製品検査	C0952	MNN	A00A2075300	FVL-100-6 180ｾﾙ 東京製鐵	1	02055	0	0	2025/07/04 13:55:32	2025/07/04 13:56:04	20250703	 	 	
P100	ZPS2	C50	I-0292419-20	40138463	0010	0010613424	製品検査	C0952	MNN	A00A1837500	FVL-300（54ｾﾙ）	1	02055	0	40		2025/07/04 21:30:08	20250708	 	 	
P100	ZPS2	CP0	E-0336423-10	40161288	0040	0014883274	製品検査	C0953	NN	A00A2079700	KCA47-55-650VL/A10-200V	2	02274	0	420		2025/07/04 21:30:09	20250718	 	 	
P100	ZP10	B50	 	10132062	0040	0014969273	総合組立	C0922	MSN	A6A063100	KSX-450ET-1          STD	5	02098	0	420		2025/07/04 21:30:09	20250715	0000000000	000000	1911
P100	ZPS2	C27	I-0330512-10	40158533	0050	0014315765	製品仕上げ	C0914	NN	A00A2046300	SFST50TGB	1	02316	0	150		2025/07/04 21:30:09	20250709	 	 	
P100	ZPS2	C50	I-0334363-20	40160665	0010	0014690247	製品検査	C0952	MNN	A00A2075300	FVL-100-6 180ｾﾙ 東京製鐵	1	02055	0	40		2025/07/04 21:30:09	20250703	 	 	
P100	ZPS2	C17	G-0332765-10	40159825	0035	0015555476	本体組立		NG	A00A2035700	KTA4W2-18.5-10KCT5 -15°	1	02316	0	30		2025/07/04 21:30:10	20250711	 	 	
P100	ZPS2	C17	G-0332765-30	40159827	0030	0014515685	総合組立	C0911	MNN	A00A2035900	KTA4W2-18.5-10KCT7+15°	1	02316	0	50		2025/07/04 21:30:10	20250718	 	 	
P100	ZPS2	C17	G-0332765-20	40159826	0035	0015555477	本体組立		NG	A00A2035800	KTA4W2-18.5-10KCT6 ±0°	2	02316	0	40		2025/07/04 21:30:10	20250711	 	 	
P100	ZPS2	C17	G-0332765-40	40159828	0030	0014515695	総合組立	C0911	MNN	A00A2036000	KTA4W2-18.5-10KCT8-30°	2	02316	0	100		2025/07/04 21:30:10	20250718	 	 	
P100	ZPS2	BP0	M-0338802-10	40162264	0040	0015035702	製品検査	C0953	NN	A00A2077000	KTA2F2-24-2000CPCL	3	02416	0	420		2025/07/04 21:30:11	20250711	 	 	
P100	ZP10	B10	 	10132833	0040	0015244004	総合組立	C0921	MSN	A6A686900	KSX-100MHXP ﾘｮｳｻﾝｷ	10	02692	0	55		2025/07/04 21:30:11	20250717	0000000000	000000	1911
P100	ZP10	B10	 	10132554	0030	0015081337	総合組立	C0921	MSN	A00A1962600	MRT-15010C        STD	10	02692	0	300		2025/07/04 21:30:11	20250710	0000000000	000000	1911
P100	ZPS2	CB0	G-0331386-10-01-01	40160450	1000	0014674099	大型変圧（組立・仕上・検査）	A0030	MNN	F00A0898800	3φ 5215KVA 3450/106,70V	1	02420	0	800		2025/07/04 21:30:11	20250820	 	 	
P100	ZP10	B10	 	10132834	0040	0015244025	総合組立	C0921	MSN	A6A686900	KSX-100MHXP ﾘｮｳｻﾝｷ	10	02692	0	25		2025/07/04 21:30:11	20250716	0000000000	000000	1911
P100	ZPS2	C28	I-0332450-10-01-03	40160962	0030	0014774444	総合組立	C0912	MNN	A00A2031701	入力盤	1	02780	0	400		2025/07/04 21:30:12	20250819	 	 	
P100	ZP10	B10	 	10132836	0040	0015244067	総合組立	C0921	MSN	A6A686900	KSX-100MHXP ﾘｮｳｻﾝｷ	10	02692	0	15		2025/07/04 21:30:12	20250718	0000000000	000000	1911
P100	ZP10	B10	 	10132835	0040	0015244046	総合組立	C0921	MSN	A6A686900	KSX-100MHXP ﾘｮｳｻﾝｷ	10	02692	0	25		2025/07/04 21:30:12	20250717	0000000000	000000	1911
P100	ZPS2	CC0	I-0332450-10-01-01	40160960	0050	0014774423	ケース（塗装）	A0330	NN	J00A7125900	ケース	1	02825	0	143		2025/07/04 21:30:12	20250404	 	 	
P100	ZPS2	C17	G-0329746-10	40158085	0030	0014185027	総合組立	C0911	MNN	A00A2033200	KCA4WF7‐20‐5KC	4	02793	0	380		2025/07/04 21:30:12	20250731	 	 	
P100	ZPS2	C17	G-0314265-10	40147985	0030	0012457104	総合組立	C0911	MNN	A00A1933100	SCAM4W12-42-6055PLX4	1	02935	0	400		2025/07/04 21:30:13	20250806	 	 	1911
P100	ZP10	B58	 	10133018	0030	0015351438	総合組立	C0922	MSN	U00A0022200	SR500 ｾｲｷﾞｮPCB ASSY	5	03020	0	10		2025/07/04 21:30:13	20250725	0000000000	000000	1910
P100	ZP31	C40	 	30031854	0030	0014879642	総合組立	C0921	SN	ZSH	引取修理	1	03058	0	120		2025/07/04 21:30:13	20250711	0000336245	000010	1910
P100	ZPS2	CC0	G-0334031-10-01-06	40164699	0050	0015528386	ケース（塗装）	A0330	NN	J00A7114300	ケース構成表(変圧盤)	1	02825	0	47		2025/07/04 21:30:13	20250521	 	 	
P100	ZPS2	CP0	E-0336423-10	40161288	0030	0014883273	総合組立	C0922	MNN	A00A2079700	KCA47-55-650VL/A10-200V	2	03058	0	120		2025/07/04 21:30:13	20250718	 	 	
P100	ZPS2	C17	G-0329746-10	40158085	0030	0014185027	総合組立	C0911	MNN	A00A2033200	KCA4WF7‐20‐5KC	4	03060	0	130		2025/07/04 21:30:14	20250731	 	 	
P100	ZPS2	C28	I-0332450-10-01-05	40164181	0030	0015340271	総合組立	C0912	MNN	A00A2031703	インバータ盤	1	03060	0	130		2025/07/04 21:30:14	20250819	 	 	
P100	ZPS2	CC1	I-0321267-10-01-07-01	40162789	0010	0015085228	ケース（板金）	A0310	NN	J00A6672400	ｹｰｽ金具構成表	1	03090	0	20		2025/07/04 21:30:14	20250610	 	 	
P100	ZPS2	CC0	G-0333104-10-01-01	40163202	0010	0015173265	ケース（板金）	A0310	NN	J00A7191100	ｹｰｽ構成表	1	03090	0	10		2025/07/04 21:30:14	20250710	 	 	
