MRP管理者	転記日付	WBS番号	ネットワーク・指図番号	受領者	品目コード	品目テキスト	計画数	完成数	単位（完成数）	プラント	保管場所	ﾈｯﾄﾜｰｸ完了	指図完了	入出庫伝票	明細	移動タイプ	移動区分	D/C	単価	金額	最低販売単価or製品単価	製品金額合計
B10	20240605		000010129341		U00A0198002	＆PC-F167V6F8-PV-D	3	3.000	PC	P100	1210		X	5002885323	0001	101	F	S	411249.00000	1233747.00000	0.00000	0.00000
B10	20240611		000010128206		A00A1962200	MRT-10015C        STD	10	1.000	PC	P100	1911			5002887386	0001	101	F	S	328140.00000	328140.00000	448000.00000	448000.00000
B10	20240611		000010128206		A00A1962200	MRT-10015C        STD	10	1.000	PC	P100	1911			5002887387	0001	101	F	S	328140.00000	328140.00000	448000.00000	448000.00000
B10	20240611		000010128206		A00A1962200	MRT-10015C        STD	10	1.000	PC	P100	1911			5002887388	0001	101	F	S	328140.00000	328140.00000	448000.00000	448000.00000
B10	20240611		000010128206		A00A1962200	MRT-10015C        STD	10	1.000	PC	P100	1911			5002887389	0001	101	F	S	328140.00000	328140.00000	448000.00000	448000.00000
B10	20240611		000010128206		A00A1962200	MRT-10015C        STD	10	1.000	PC	P100	1911			5002887390	0001	101	F	S	328140.00000	328140.00000	448000.00000	448000.00000
B10	20240611		000010128206		A00A1962200	MRT-10015C        STD	10	1.000	PC	P100	1911			5002887391	0001	101	F	S	328140.00000	328140.00000	448000.00000	448000.00000
B10	20240611		000010128206		A00A1962200	MRT-10015C        STD	10	1.000	PC	P100	1911			5002887392	0001	101	F	S	328140.00000	328140.00000	448000.00000	448000.00000
B10	20240611		000010128206		A00A1962200	MRT-10015C        STD	10	1.000	PC	P100	1911			5002887393	0001	101	F	S	328140.00000	328140.00000	448000.00000	448000.00000
B10	20240611		000010128206		A00A1962200	MRT-10015C        STD	10	1.000	PC	P100	1911			5002887394	0001	101	F	S	328140.00000	328140.00000	448000.00000	448000.00000
B10	20240611		000010128206		A00A1962200	MRT-10015C        STD	10	1.000	PC	P100	1911		X	5002887395	0001	101	F	S	328140.00000	328140.00000	448000.00000	448000.00000
B10	20240613		000010125990		A6A921400	KSX-80MHXP ﾘｮｳｻﾝ	10	10.000	PC	P100	1911		X	5002888076	0001	101	F	S	177692.00000	1776920.00000	288000.00000	2880000.00000
