MRP管理者	転記日付	WBS番号	ネットワーク・指図番号	受領者	品目コード	品目テキスト	計画数	完成数	単位（完成数）	プラント	保管場所	ﾈｯﾄﾜｰｸ完了	指図完了	入出庫伝票	明細	移動タイプ	移動区分	D/C	単価	金額	最低販売単価or製品単価	製品金額合計
B10	20250117		000010131410		A00A1915000	UG-TB1A (CC)	50	1.000	PC	P100	1911			5002952043	0001	101	F	S	6623.00000	6623.00000	7000.00000	7000.00000
B10	20250117		000010131410		A00A1915000	UG-TB1A (CC)	50	1.000	PC	P100	1911			5002952044	0001	101	F	S	6623.00000	6623.00000	7000.00000	7000.00000
B10	20250117		000010131410		A00A1915000	UG-TB1A (CC)	50	1.000	PC	P100	1911			5002952045	0001	101	F	S	6623.00000	6623.00000	7000.00000	7000.00000
B10	20250117		000010131410		A00A1915000	UG-TB1A (CC)	50	1.000	PC	P100	1911		X	5002952046	0001	101	F	S	6623.00000	6623.00000	7000.00000	7000.00000
B10	20250117		000010130904		A6A921400	KSX-80MHXP ﾘｮｳｻﾝ	10	10.000	PC	P100	1911		X	5002952071	0001	101	F	S	208327.00000	2083270.00000	288000.00000	2880000.00000
B10	20250117		000010130902		A6A921400	KSX-80MHXP ﾘｮｳｻﾝ	10	10.000	PC	P100	1911		X	5002952072	0001	101	F	S	208327.00000	2083270.00000	288000.00000	2880000.00000
B10	20250117		000010131538		U0A465900	BKU-12RFA21N20 16A RoHS	5	5.000	PC	P100	1910		X	5002951565	0001	101	F	S	11891.00000	59455.00000	0.00000	0.00000
B10	20250120		000010130922		A00A0158304	KSX-1000MPS-1B (ROHS)	20	1.000	PC	P100	1911		X	5002952265	0001	101	F	S	267640.00000	267640.00000	330000.00000	330000.00000
B10	20250120		000010127811		A00A0771101	KSX-4000MPNDS(ROHS)	25	25.000	PC	P100	1911		X	5002952297	0001	101	F	S	197276.00000	4931900.00000	560000.00000	14000000.00000
B10	20250120		000010130903		A6A921400	KSX-80MHXP ﾘｮｳｻﾝ	10	10.000	PC	P100	1911		X	5002952295	0001	101	F	S	208327.00000	2083270.00000	288000.00000	2880000.00000
B10	20250120		000010130901		A6A921400	KSX-80MHXP ﾘｮｳｻﾝ	10	10.000	PC	P100	1911		X	5002952296	0001	101	F	S	208327.00000	2083270.00000	288000.00000	2880000.00000
B10	20250123		000010131687		A00A1914900	UG-DP	50	1.000	PC	P100	1911			5002953280	0001	101	F	S	6473.00000	6473.00000	7000.00000	7000.00000
B10	20250123		000010131687		A00A1914900	UG-DP	50	1.000	PC	P100	1911			5002953281	0001	101	F	S	6473.00000	6473.00000	7000.00000	7000.00000
B10	20250123		000010131687		A00A1914900	UG-DP	50	1.000	PC	P100	1911			5002953282	0001	101	F	S	6473.00000	6473.00000	7000.00000	7000.00000
B10	20250123		000010131687		A00A1914900	UG-DP	50	1.000	PC	P100	1911			5002953283	0001	101	F	S	6473.00000	6473.00000	7000.00000	7000.00000
B10	20250123		000010131687		A00A1914900	UG-DP	50	1.000	PC	P100	1911			5002953284	0001	101	F	S	6473.00000	6473.00000	7000.00000	7000.00000
B10	20250123		000010131687		A00A1914900	UG-DP	50	1.000	PC	P100	1911			5002953285	0001	101	F	S	6473.00000	6473.00000	7000.00000	7000.00000
B10	20250123		000010131687		A00A1914900	UG-DP	50	1.000	PC	P100	1911			5002953286	0001	101	F	S	6473.00000	6473.00000	7000.00000	7000.00000
B10	20250123		000010131687		A00A1914900	UG-DP	50	1.000	PC	P100	1911			5002953287	0001	101	F	S	6473.00000	6473.00000	7000.00000	7000.00000
B10	20250123		000010131687		A00A1914900	UG-DP	50	1.000	PC	P100	1911			5002953288	0001	101	F	S	6473.00000	6473.00000	7000.00000	7000.00000
B10	20250123		000010131687		A00A1914900	UG-DP	50	1.000	PC	P100	1911			5002953289	0001	101	F	S	6473.00000	6473.00000	7000.00000	7000.00000
B10	20250123		000010131687		A00A1914900	UG-DP	50	1.000	PC	P100	1911			5002953290	0001	101	F	S	6473.00000	6473.00000	7000.00000	7000.00000
B10	20250123		000010131687		A00A1914900	UG-DP	50	1.000	PC	P100	1911			5002953291	0001	101	F	S	6473.00000	6473.00000	7000.00000	7000.00000
B10	20250123		000010131687		A00A1914900	UG-DP	50	1.000	PC	P100	1911			5002953292	0001	101	F	S	6473.00000	6473.00000	7000.00000	7000.00000
B10	20250123		000010131687		A00A1914900	UG-DP	50	1.000	PC	P100	1911			5002953293	0001	101	F	S	6473.00000	6473.00000	7000.00000	7000.00000
B10	20250123		000010131687		A00A1914900	UG-DP	50	1.000	PC	P100	1911			5002953294	0001	101	F	S	6473.00000	6473.00000	7000.00000	7000.00000
B10	20250123		000010131687		A00A1914900	UG-DP	50	1.000	PC	P100	1911			5002953295	0001	101	F	S	6473.00000	6473.00000	7000.00000	7000.00000
B10	20250123		000010131687		A00A1914900	UG-DP	50	1.000	PC	P100	1911			5002953296	0001	101	F	S	6473.00000	6473.00000	7000.00000	7000.00000
B10	20250123		000010131687		A00A1914900	UG-DP	50	1.000	PC	P100	1911			5002953297	0001	101	F	S	6473.00000	6473.00000	7000.00000	7000.00000
B10	20250123		000010131687		A00A1914900	UG-DP	50	1.000	PC	P100	1911			5002953298	0001	101	F	S	6473.00000	6473.00000	7000.00000	7000.00000
B10	20250123		000010131687		A00A1914900	UG-DP	50	1.000	PC	P100	1911			5002953299	0001	101	F	S	6473.00000	6473.00000	7000.00000	7000.00000
B10	20250123		000010131687		A00A1914900	UG-DP	50	1.000	PC	P100	1911			5002953300	0001	101	F	S	6473.00000	6473.00000	7000.00000	7000.00000
B10	20250123		000010131687		A00A1914900	UG-DP	50	1.000	PC	P100	1911			5002953301	0001	101	F	S	6473.00000	6473.00000	7000.00000	7000.00000
B10	20250123		000010131687		A00A1914900	UG-DP	50	1.000	PC	P100	1911			5002953302	0001	101	F	S	6473.00000	6473.00000	7000.00000	7000.00000
B10	20250123		000010131687		A00A1914900	UG-DP	50	1.000	PC	P100	1911			5002953303	0001	101	F	S	6473.00000	6473.00000	7000.00000	7000.00000
B10	20250123		000010131687		A00A1914900	UG-DP	50	1.000	PC	P100	1911			5002953304	0001	101	F	S	6473.00000	6473.00000	7000.00000	7000.00000
B10	20250123		000010131687		A00A1914900	UG-DP	50	1.000	PC	P100	1911			5002953305	0001	101	F	S	6473.00000	6473.00000	7000.00000	7000.00000
B10	20250123		000010131687		A00A1914900	UG-DP	50	1.000	PC	P100	1911			5002953306	0001	101	F	S	6473.00000	6473.00000	7000.00000	7000.00000
B10	20250123		000010131687		A00A1914900	UG-DP	50	1.000	PC	P100	1911			5002953307	0001	101	F	S	6473.00000	6473.00000	7000.00000	7000.00000
B10	20250123		000010131687		A00A1914900	UG-DP	50	1.000	PC	P100	1911			5002953308	0001	101	F	S	6473.00000	6473.00000	7000.00000	7000.00000
B10	20250123		000010131687		A00A1914900	UG-DP	50	1.000	PC	P100	1911			5002953309	0001	101	F	S	6473.00000	6473.00000	7000.00000	7000.00000
B10	20250123		000010131687		A00A1914900	UG-DP	50	1.000	PC	P100	1911			5002953310	0001	101	F	S	6473.00000	6473.00000	7000.00000	7000.00000
B10	20250123		000010131687		A00A1914900	UG-DP	50	1.000	PC	P100	1911			5002953311	0001	101	F	S	6473.00000	6473.00000	7000.00000	7000.00000
B10	20250123		000010131687		A00A1914900	UG-DP	50	1.000	PC	P100	1911			5002953312	0001	101	F	S	6473.00000	6473.00000	7000.00000	7000.00000
B10	20250123		000010131687		A00A1914900	UG-DP	50	1.000	PC	P100	1911			5002953313	0001	101	F	S	6473.00000	6473.00000	7000.00000	7000.00000
B10	20250123		000010131687		A00A1914900	UG-DP	50	1.000	PC	P100	1911			5002953314	0001	101	F	S	6473.00000	6473.00000	7000.00000	7000.00000
B10	20250123		000010131687		A00A1914900	UG-DP	50	1.000	PC	P100	1911			5002953315	0001	101	F	S	6473.00000	6473.00000	7000.00000	7000.00000
B10	20250123		000010131687		A00A1914900	UG-DP	50	1.000	PC	P100	1911			5002953316	0001	101	F	S	6473.00000	6473.00000	7000.00000	7000.00000
B10	20250123		000010131687		A00A1914900	UG-DP	50	1.000	PC	P100	1911			5002953317	0001	101	F	S	6473.00000	6473.00000	7000.00000	7000.00000
B10	20250123		000010131687		A00A1914900	UG-DP	50	1.000	PC	P100	1911			5002953318	0001	101	F	S	6473.00000	6473.00000	7000.00000	7000.00000
B10	20250123		000010131687		A00A1914900	UG-DP	50	1.000	PC	P100	1911			5002953319	0001	101	F	S	6473.00000	6473.00000	7000.00000	7000.00000
B10	20250123		000010131687		A00A1914900	UG-DP	50	1.000	PC	P100	1911			5002953320	0001	101	F	S	6473.00000	6473.00000	7000.00000	7000.00000
B10	20250123		000010131687		A00A1914900	UG-DP	50	1.000	PC	P100	1911			5002953321	0001	101	F	S	6473.00000	6473.00000	7000.00000	7000.00000
B10	20250123		000010131687		A00A1914900	UG-DP	50	1.000	PC	P100	1911			5002953322	0001	101	F	S	6473.00000	6473.00000	7000.00000	7000.00000
B10	20250123		000010131687		A00A1914900	UG-DP	50	1.000	PC	P100	1911			5002953323	0001	101	F	S	6473.00000	6473.00000	7000.00000	7000.00000
B10	20250123		000010131687		A00A1914900	UG-DP	50	1.000	PC	P100	1911			5002953324	0001	101	F	S	6473.00000	6473.00000	7000.00000	7000.00000
B10	20250123		000010131687		A00A1914900	UG-DP	50	1.000	PC	P100	1911			5002953325	0001	101	F	S	6473.00000	6473.00000	7000.00000	7000.00000
B10	20250123		000010131687		A00A1914900	UG-DP	50	1.000	PC	P100	1911			5002953326	0001	101	F	S	6473.00000	6473.00000	7000.00000	7000.00000
B10	20250123		000010131687		A00A1914900	UG-DP	50	1.000	PC	P100	1911			5002953327	0001	101	F	S	6473.00000	6473.00000	7000.00000	7000.00000
B10	20250123		000010131687		A00A1914900	UG-DP	50	1.000	PC	P100	1911			5002953328	0001	101	F	S	6473.00000	6473.00000	7000.00000	7000.00000
B10	20250123		000010131687		A00A1914900	UG-DP	50	1.000	PC	P100	1911		X	5002953329	0001	101	F	S	6473.00000	6473.00000	7000.00000	7000.00000
B10	20250123	M-0330619-80	000040161016		A00A1270400	HKD-30-1/10FUT11	4	4.000	PC	P100	1911	X		4908072004	0001	581		S	233179.00000	932716.00000	320000.00000	1280000.00000
B10	20250124		000010131682		U0A970700	SPU-2080	10	1.000	PC	P100	1911			5002953938	0001	101	F	S	22531.00000	22531.00000	22000.00000	22000.00000
B10	20250124		000010131682		U0A970700	SPU-2080	10	1.000	PC	P100	1911			5002953939	0001	101	F	S	22531.00000	22531.00000	22000.00000	22000.00000
B10	20250124		000010131682		U0A970700	SPU-2080	10	1.000	PC	P100	1911			5002953940	0001	101	F	S	22531.00000	22531.00000	22000.00000	22000.00000
B10	20250124		000010131682		U0A970700	SPU-2080	10	1.000	PC	P100	1911			5002953941	0001	101	F	S	22531.00000	22531.00000	22000.00000	22000.00000
B10	20250124		000010131682		U0A970700	SPU-2080	10	1.000	PC	P100	1911			5002953942	0001	101	F	S	22531.00000	22531.00000	22000.00000	22000.00000
B10	20250124		000010131682		U0A970700	SPU-2080	10	1.000	PC	P100	1911			5002953943	0001	101	F	S	22531.00000	22531.00000	22000.00000	22000.00000
B10	20250124		000010131682		U0A970700	SPU-2080	10	1.000	PC	P100	1911			5002953944	0001	101	F	S	22531.00000	22531.00000	22000.00000	22000.00000
B10	20250124		000010131682		U0A970700	SPU-2080	10	1.000	PC	P100	1911			5002953945	0001	101	F	S	22531.00000	22531.00000	22000.00000	22000.00000
B10	20250124		000010131682		U0A970700	SPU-2080	10	1.000	PC	P100	1911			5002953946	0001	101	F	S	22531.00000	22531.00000	22000.00000	22000.00000
B10	20250124		000010131682		U0A970700	SPU-2080	10	1.000	PC	P100	1911		X	5002953947	0001	101	F	S	22531.00000	22531.00000	22000.00000	22000.00000
B10	20250127		000010127809		A00A0627401	KSX-2000MPNDS(ROHS)	15	15.000	PC	P100	1911		X	5002954491	0001	101	F	S	119624.00000	1794360.00000	280000.00000	4200000.00000
B10	20250127		000010131790		A4A629900	MRS-20002T (RC10M)	2	2.000	PC	P100	1910		X	5002954487	0001	101	F	S	426396.00000	852792.00000	404000.00000	808000.00000
B10	20250127		000010131103		A4A629900	MRS-20002T (RC10M)	18	18.000	PC	P100	1910		X	5002954492	0001	101	F	S	426396.00000	7675128.00000	404000.00000	7272000.00000
B10	20250127	I-0329548-70	000040159723		A00A2038400	FC-6K-20-S3-03 G1J-OMT3	1	1.000	PC	P100	1911	X		4908073710	0001	581		S	894032.00000	894032.00000	1500000.00000	1500000.00000
B10	20250129		000010130907		A6A686700	KSX-45MHXP ﾘｮｳｻﾝｷ	10	10.000	PC	P100	1911		X	5002954932	0001	101	F	S	190986.00000	1909860.00000	272000.00000	2720000.00000
B10	20250129		000010130906		A6A686700	KSX-45MHXP ﾘｮｳｻﾝｷ	10	10.000	PC	P100	1911		X	5002954933	0001	101	F	S	190986.00000	1909860.00000	272000.00000	2720000.00000
B10	20250129		000010130905		A6A686900	KSX-100MHXP ﾘｮｳｻﾝｷ	10	10.000	PC	P100	1911		X	5002954934	0001	101	F	S	217704.00000	2177040.00000	322000.00000	3220000.00000
B10	20250129	M-0336427-10	000040161289		A00A2091600	HKD-1550GUT10 (M) (K)	2	2.000	PC	P100	1911	X		4908075896	0001	581		S	199187.00000	398374.00000	300000.00000	600000.00000
B10	20250129	M-0336427-20	000040161290		A00A2091700	HKD-1550GUT10 (S) (K)	2	2.000	PC	P100	1911	X		4908075895	0001	581		S	199187.00000	398374.00000	300000.00000	600000.00000
B10	20250129	W-0333673-10	000040160303		A00A2069900	IDKS-40-350(200A)L67-70L	2	2.000	PC	P100	1911	X		4908075997	0001	581		S	584051.00000	1168102.00000	868000.00000	1736000.00000
B10	20250130		000010132049		U00A0249200	NDU-120RFC22N20-I	1	1.000	PC	P100	1910		X	5002955182	0001	101	F	S	65418.00000	65418.00000	0.00000	0.00000
B10	20250130		000010131679		U0A970300	SPU-2020	20	1.000	PC	P100	1911			5002955171	0001	101	F	S	17771.00000	17771.00000	18000.00000	18000.00000
B10	20250130		000010131679		U0A970300	SPU-2020	20	1.000	PC	P100	1911			5002955172	0001	101	F	S	17771.00000	17771.00000	18000.00000	18000.00000
B10	20250130		000010131679		U0A970300	SPU-2020	20	1.000	PC	P100	1911			5002955173	0001	101	F	S	17771.00000	17771.00000	18000.00000	18000.00000
B10	20250130		000010131679		U0A970300	SPU-2020	20	1.000	PC	P100	1911			5002955174	0001	101	F	S	17771.00000	17771.00000	18000.00000	18000.00000
B10	20250130		000010131679		U0A970300	SPU-2020	20	1.000	PC	P100	1911			5002955175	0001	101	F	S	17771.00000	17771.00000	18000.00000	18000.00000
B10	20250130		000010131679		U0A970300	SPU-2020	20	1.000	PC	P100	1911			5002955176	0001	101	F	S	17771.00000	17771.00000	18000.00000	18000.00000
B10	20250130		000010131679		U0A970300	SPU-2020	20	1.000	PC	P100	1911			5002955177	0001	101	F	S	17771.00000	17771.00000	18000.00000	18000.00000
B10	20250130		000010131679		U0A970300	SPU-2020	20	1.000	PC	P100	1911			5002955178	0001	101	F	S	17771.00000	17771.00000	18000.00000	18000.00000
B10	20250130		000010131679		U0A970300	SPU-2020	20	1.000	PC	P100	1911			5002955179	0001	101	F	S	17771.00000	17771.00000	18000.00000	18000.00000
B10	20250130		000010131679		U0A970300	SPU-2020	20	1.000	PC	P100	1911			5002955180	0001	101	F	S	17771.00000	17771.00000	18000.00000	18000.00000
B10	20250130		000010131679		U0A970300	SPU-2020	20	1.000	PC	P100	1911			5002955181	0001	101	F	S	17771.00000	17771.00000	18000.00000	18000.00000
B10	20250130		000010131679		U0A970300	SPU-2020	20	1.000	PC	P100	1911			5002955184	0001	101	F	S	17771.00000	17771.00000	18000.00000	18000.00000
B10	20250130		000010131679		U0A970300	SPU-2020	20	1.000	PC	P100	1911			5002955185	0001	101	F	S	17771.00000	17771.00000	18000.00000	18000.00000
B10	20250130		000010131679		U0A970300	SPU-2020	20	1.000	PC	P100	1911			5002955186	0001	101	F	S	17771.00000	17771.00000	18000.00000	18000.00000
B10	20250130		000010131679		U0A970300	SPU-2020	20	1.000	PC	P100	1911			5002955187	0001	101	F	S	17771.00000	17771.00000	18000.00000	18000.00000
B10	20250130		000010131679		U0A970300	SPU-2020	20	1.000	PC	P100	1911			5002955188	0001	101	F	S	17771.00000	17771.00000	18000.00000	18000.00000
B10	20250130		000010131679		U0A970300	SPU-2020	20	1.000	PC	P100	1911			5002955189	0001	101	F	S	17771.00000	17771.00000	18000.00000	18000.00000
B10	20250130		000010131679		U0A970300	SPU-2020	20	1.000	PC	P100	1911			5002955190	0001	101	F	S	17771.00000	17771.00000	18000.00000	18000.00000
B10	20250130		000010131679		U0A970300	SPU-2020	20	1.000	PC	P100	1911			5002955191	0001	101	F	S	17771.00000	17771.00000	18000.00000	18000.00000
B10	20250130		000010131679		U0A970300	SPU-2020	20	1.000	PC	P100	1911		X	5002955192	0001	101	F	S	17771.00000	17771.00000	18000.00000	18000.00000
B10	20250131		000010131478		A00A0158304	KSX-1000MPS-1B (ROHS)	30	30.000	PC	P100	1911		X	5002955340	0001	101	F	S	267640.00000	8029200.00000	330000.00000	9900000.00000
B10	20250131		000010131847		A00A1962200	MRT-10015C        STD	10	1.000	PC	P100	1911			5002955341	0001	101	F	S	329184.00000	329184.00000	448000.00000	448000.00000
B10	20250131		000010131847		A00A1962200	MRT-10015C        STD	10	1.000	PC	P100	1911			5002955342	0001	101	F	S	329184.00000	329184.00000	448000.00000	448000.00000
