MRP管理者	転記日付	WBS番号	ネットワーク・指図番号	受領者	品目コード	品目テキスト	計画数	完成数	単位（完成数）	プラント	保管場所	ﾈｯﾄﾜｰｸ完了	指図完了	入出庫伝票	明細	移動タイプ	移動区分	D/C	単価	金額	最低販売単価or製品単価	製品金額合計
B10	20250213		000010131684		A00A1915000	UG-TB1A (CC)	50	1.000	PC	P100	1911			5002958500	0001	101	F	S	6623.00000	6623.00000	7000.00000	7000.00000
B10	20250213		000010131684		A00A1915000	UG-TB1A (CC)	50	1.000	PC	P100	1911			5002958501	0001	101	F	S	6623.00000	6623.00000	7000.00000	7000.00000
B10	20250213		000010131684		A00A1915000	UG-TB1A (CC)	50	1.000	PC	P100	1911			5002958502	0001	101	F	S	6623.00000	6623.00000	7000.00000	7000.00000
B10	20250213		000010131684		A00A1915000	UG-TB1A (CC)	50	1.000	PC	P100	1911			5002958503	0001	101	F	S	6623.00000	6623.00000	7000.00000	7000.00000
B10	20250213		000010131684		A00A1915000	UG-TB1A (CC)	50	1.000	PC	P100	1911			5002958504	0001	101	F	S	6623.00000	6623.00000	7000.00000	7000.00000
B10	20250213		000010131684		A00A1915000	UG-TB1A (CC)	50	1.000	PC	P100	1911			5002958505	0001	101	F	S	6623.00000	6623.00000	7000.00000	7000.00000
B10	20250213		000010131684		A00A1915000	UG-TB1A (CC)	50	1.000	PC	P100	1911			5002958506	0001	101	F	S	6623.00000	6623.00000	7000.00000	7000.00000
B10	20250213		000010131684		A00A1915000	UG-TB1A (CC)	50	1.000	PC	P100	1911			5002958507	0001	101	F	S	6623.00000	6623.00000	7000.00000	7000.00000
B10	20250213		000010131684		A00A1915000	UG-TB1A (CC)	50	1.000	PC	P100	1911			5002958508	0001	101	F	S	6623.00000	6623.00000	7000.00000	7000.00000
B10	20250213		000010131684		A00A1915000	UG-TB1A (CC)	50	1.000	PC	P100	1911			5002958509	0001	101	F	S	6623.00000	6623.00000	7000.00000	7000.00000
B10	20250213		000010131684		A00A1915000	UG-TB1A (CC)	50	1.000	PC	P100	1911			5002958510	0001	101	F	S	6623.00000	6623.00000	7000.00000	7000.00000
B10	20250213		000010131684		A00A1915000	UG-TB1A (CC)	50	1.000	PC	P100	1911			5002958511	0001	101	F	S	6623.00000	6623.00000	7000.00000	7000.00000
B10	20250213		000010131684		A00A1915000	UG-TB1A (CC)	50	1.000	PC	P100	1911			5002958512	0001	101	F	S	6623.00000	6623.00000	7000.00000	7000.00000
B10	20250213		000010131684		A00A1915000	UG-TB1A (CC)	50	1.000	PC	P100	1911			5002958513	0001	101	F	S	6623.00000	6623.00000	7000.00000	7000.00000
B10	20250213		000010131684		A00A1915000	UG-TB1A (CC)	50	1.000	PC	P100	1911			5002958514	0001	101	F	S	6623.00000	6623.00000	7000.00000	7000.00000
B10	20250213		000010131684		A00A1915000	UG-TB1A (CC)	50	1.000	PC	P100	1911			5002958515	0001	101	F	S	6623.00000	6623.00000	7000.00000	7000.00000
B10	20250213		000010131684		A00A1915000	UG-TB1A (CC)	50	1.000	PC	P100	1911			5002958516	0001	101	F	S	6623.00000	6623.00000	7000.00000	7000.00000
B10	20250213		000010131684		A00A1915000	UG-TB1A (CC)	50	1.000	PC	P100	1911			5002958517	0001	101	F	S	6623.00000	6623.00000	7000.00000	7000.00000
B10	20250213		000010131684		A00A1915000	UG-TB1A (CC)	50	1.000	PC	P100	1911			5002958518	0001	101	F	S	6623.00000	6623.00000	7000.00000	7000.00000
B10	20250213		000010131684		A00A1915000	UG-TB1A (CC)	50	1.000	PC	P100	1911			5002958519	0001	101	F	S	6623.00000	6623.00000	7000.00000	7000.00000
B10	20250213		000010131684		A00A1915000	UG-TB1A (CC)	50	1.000	PC	P100	1911			5002958520	0001	101	F	S	6623.00000	6623.00000	7000.00000	7000.00000
B10	20250213		000010131684		A00A1915000	UG-TB1A (CC)	50	1.000	PC	P100	1911			5002958521	0001	101	F	S	6623.00000	6623.00000	7000.00000	7000.00000
B10	20250213		000010131684		A00A1915000	UG-TB1A (CC)	50	1.000	PC	P100	1911			5002958522	0001	101	F	S	6623.00000	6623.00000	7000.00000	7000.00000
B10	20250213		000010131684		A00A1915000	UG-TB1A (CC)	50	1.000	PC	P100	1911			5002958523	0001	101	F	S	6623.00000	6623.00000	7000.00000	7000.00000
B10	20250213		000010131684		A00A1915000	UG-TB1A (CC)	50	1.000	PC	P100	1911			5002958524	0001	101	F	S	6623.00000	6623.00000	7000.00000	7000.00000
B10	20250213		000010131684		A00A1915000	UG-TB1A (CC)	50	1.000	PC	P100	1911			5002958525	0001	101	F	S	6623.00000	6623.00000	7000.00000	7000.00000
B10	20250213		000010131684		A00A1915000	UG-TB1A (CC)	50	1.000	PC	P100	1911			5002958526	0001	101	F	S	6623.00000	6623.00000	7000.00000	7000.00000
B10	20250213		000010131684		A00A1915000	UG-TB1A (CC)	50	1.000	PC	P100	1911			5002958527	0001	101	F	S	6623.00000	6623.00000	7000.00000	7000.00000
B10	20250213		000010131684		A00A1915000	UG-TB1A (CC)	50	1.000	PC	P100	1911			5002958528	0001	101	F	S	6623.00000	6623.00000	7000.00000	7000.00000
B10	20250213		000010131684		A00A1915000	UG-TB1A (CC)	50	1.000	PC	P100	1911			5002958529	0001	101	F	S	6623.00000	6623.00000	7000.00000	7000.00000
B10	20250213		000010131684		A00A1915000	UG-TB1A (CC)	50	1.000	PC	P100	1911			5002958530	0001	101	F	S	6623.00000	6623.00000	7000.00000	7000.00000
