MRP管理者	転記日付	WBS番号	ネットワーク・指図番号	受領者	品目コード	品目テキスト	計画数	完成数	単位（完成数）	プラント	保管場所	ﾈｯﾄﾜｰｸ完了	指図完了	入出庫伝票	明細	移動タイプ	移動区分	D/C	単価	金額	最低販売単価or製品単価	製品金額合計
B10	20240912		000010129823		U0A446101	＆DMU-12RF01 ﾀﾞﾐｰﾕﾆｯﾄ	8	8.000	PC	P100	1210		X	5002915832	0001	101	F	S	5955.00000	47640.00000	0.00000	0.00000
B10	20240913		000010127802		A00A0627401	KSX-2000MPNDS(ROHS)	25	25.000	PC	P100	1911		X	5002916096	0001	101	F	S	119624.00000	2990600.00000	280000.00000	7000000.00000
B10	20240913		000010129824		U00A0248701	＆DLU-160RFC14N75-I	10	10.000	PC	P100	1210		X	5002916095	0001	101	F	S	65577.00000	655770.00000	0.00000	0.00000
B10	20240918		000010126947		A00A1511901	NW-350AH-5 CQC	20	1.000	PC	P100	1911		X	5002917214	0001	101	F	S	639046.00000	639046.00000	775000.00000	775000.00000
B10	20240918		000010124772		U00A0248800	DLU-160RFC14N60-I	21	21.000	PC	P100	1210		X	5002917249	0001	101	F	S	51494.00000	1081374.00000	0.00000	0.00000
B10	20240918		000010129825		U0A465902	＆BKU-12RFA21N20 16A RoHS	6	6.000	PC	P100	1210		X	5002917248	0001	101	F	S	9133.00000	54798.00000	0.00000	0.00000
B10	20240918	M-0331939-10	000040159465		A00A1852300	HKD-1560GU(K)	12	12.000	PC	P100	1911	X		4907960145	0001	581		S	147729.00000	1772748.00000	196500.00000	2358000.00000
B10	20240919		000010127704		A6A862600	IDKS-40-200T3 L67-70L	9	9.000	PC	P100	1911		X	5002917900	0001	101	F	S	307950.00000	2771550.00000	429000.00000	3861000.00000
B10	20240919		000010126502		A6A862600	IDKS-40-200T3 L67-70L	9	9.000	PC	P100	1911		X	5002917901	0001	101	F	S	307950.00000	2771550.00000	429000.00000	3861000.00000
B10	20240919		000010130422		A6A934600	GED028060  28KHZ  600W	20	1.000	PC	P100	1911			5002917867	0001	101	F	S	111354.00000	111354.00000	138000.00000	138000.00000
B10	20240919		000010130422		A6A934600	GED028060  28KHZ  600W	20	1.000	PC	P100	1911			5002917868	0001	101	F	S	111354.00000	111354.00000	138000.00000	138000.00000
B10	20240919		000010130422		A6A934600	GED028060  28KHZ  600W	20	1.000	PC	P100	1911			5002917869	0001	101	F	S	111354.00000	111354.00000	138000.00000	138000.00000
B10	20240919		000010130422		A6A934600	GED028060  28KHZ  600W	20	1.000	PC	P100	1911			5002917870	0001	101	F	S	111354.00000	111354.00000	138000.00000	138000.00000
B10	20240919		000010130422		A6A934600	GED028060  28KHZ  600W	20	1.000	PC	P100	1911			5002917871	0001	101	F	S	111354.00000	111354.00000	138000.00000	138000.00000
B10	20240919		000010130422		A6A934600	GED028060  28KHZ  600W	20	1.000	PC	P100	1911			5002917872	0001	101	F	S	111354.00000	111354.00000	138000.00000	138000.00000
B10	20240919		000010130422		A6A934600	GED028060  28KHZ  600W	20	1.000	PC	P100	1911			5002917873	0001	101	F	S	111354.00000	111354.00000	138000.00000	138000.00000
B10	20240919		000010130422		A6A934600	GED028060  28KHZ  600W	20	1.000	PC	P100	1911			5002917874	0001	101	F	S	111354.00000	111354.00000	138000.00000	138000.00000
B10	20240919		000010130422		A6A934600	GED028060  28KHZ  600W	20	1.000	PC	P100	1911			5002917875	0001	101	F	S	111354.00000	111354.00000	138000.00000	138000.00000
B10	20240919		000010130422		A6A934600	GED028060  28KHZ  600W	20	1.000	PC	P100	1911			5002917876	0001	101	F	S	111354.00000	111354.00000	138000.00000	138000.00000
B10	20240919		000010130422		A6A934600	GED028060  28KHZ  600W	20	1.000	PC	P100	1911			5002917877	0001	101	F	S	111354.00000	111354.00000	138000.00000	138000.00000
B10	20240919		000010130422		A6A934600	GED028060  28KHZ  600W	20	1.000	PC	P100	1911			5002917878	0001	101	F	S	111354.00000	111354.00000	138000.00000	138000.00000
B10	20240919		000010130422		A6A934600	GED028060  28KHZ  600W	20	1.000	PC	P100	1911			5002917879	0001	101	F	S	111354.00000	111354.00000	138000.00000	138000.00000
B10	20240919		000010130422		A6A934600	GED028060  28KHZ  600W	20	1.000	PC	P100	1911			5002917880	0001	101	F	S	111354.00000	111354.00000	138000.00000	138000.00000
B10	20240919		000010130422		A6A934600	GED028060  28KHZ  600W	20	1.000	PC	P100	1911			5002917881	0001	101	F	S	111354.00000	111354.00000	138000.00000	138000.00000
B10	20240919		000010130422		A6A934600	GED028060  28KHZ  600W	20	1.000	PC	P100	1911			5002917882	0001	101	F	S	111354.00000	111354.00000	138000.00000	138000.00000
B10	20240919		000010130422		A6A934600	GED028060  28KHZ  600W	20	1.000	PC	P100	1911			5002917883	0001	101	F	S	111354.00000	111354.00000	138000.00000	138000.00000
B10	20240919		000010130422		A6A934600	GED028060  28KHZ  600W	20	1.000	PC	P100	1911			5002917884	0001	101	F	S	111354.00000	111354.00000	138000.00000	138000.00000
B10	20240919		000010130422		A6A934600	GED028060  28KHZ  600W	20	1.000	PC	P100	1911			5002917885	0001	101	F	S	111354.00000	111354.00000	138000.00000	138000.00000
B10	20240919		000010130422		A6A934600	GED028060  28KHZ  600W	20	1.000	PC	P100	1911		X	5002917886	0001	101	F	S	111354.00000	111354.00000	138000.00000	138000.00000
B10	20240919		000010130014		U0A970600	SPU-2060	10	1.000	PC	P100	1911			5002917887	0001	101	F	S	20810.00000	20810.00000	21000.00000	21000.00000
B10	20240919		000010130014		U0A970600	SPU-2060	10	1.000	PC	P100	1911			5002917888	0001	101	F	S	20810.00000	20810.00000	21000.00000	21000.00000
B10	20240919		000010130014		U0A970600	SPU-2060	10	1.000	PC	P100	1911			5002917889	0001	101	F	S	20810.00000	20810.00000	21000.00000	21000.00000
B10	20240919		000010130014		U0A970600	SPU-2060	10	1.000	PC	P100	1911			5002917890	0001	101	F	S	20810.00000	20810.00000	21000.00000	21000.00000
B10	20240919		000010130014		U0A970600	SPU-2060	10	1.000	PC	P100	1911			5002917891	0001	101	F	S	20810.00000	20810.00000	21000.00000	21000.00000
B10	20240919		000010130014		U0A970600	SPU-2060	10	1.000	PC	P100	1911			5002917892	0001	101	F	S	20810.00000	20810.00000	21000.00000	21000.00000
B10	20240919		000010130014		U0A970600	SPU-2060	10	1.000	PC	P100	1911			5002917893	0001	101	F	S	20810.00000	20810.00000	21000.00000	21000.00000
B10	20240919		000010130014		U0A970600	SPU-2060	10	1.000	PC	P100	1911			5002917894	0001	101	F	S	20810.00000	20810.00000	21000.00000	21000.00000
B10	20240919		000010130014		U0A970600	SPU-2060	10	1.000	PC	P100	1911			5002917895	0001	101	F	S	20810.00000	20810.00000	21000.00000	21000.00000
B10	20240919		000010130014		U0A970600	SPU-2060	10	1.000	PC	P100	1911		X	5002917896	0001	101	F	S	20810.00000	20810.00000	21000.00000	21000.00000
B10	20240924		000010130063		A00A2006500	UG1-2150FT3 ｽﾗｲﾄﾞ金具付	1	1.000	PC	P100	1911		X	5002919081	0001	101	F	S	73778.00000	73778.00000	108000.00000	108000.00000
B10	20240924		000010130182		A00A2006500	UG1-2150FT3 ｽﾗｲﾄﾞ金具付	3	3.000	PC	P100	1911		X	5002919082	0001	101	F	S	73778.00000	221334.00000	108000.00000	324000.00000
B10	20240924		000010130013		U1A012600	UF-DP	50	1.000	PC	P100	1911			5002919315	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240924		000010130013		U1A012600	UF-DP	50	1.000	PC	P100	1911			5002919316	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240924		000010130013		U1A012600	UF-DP	50	1.000	PC	P100	1911			5002919317	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240924		000010130013		U1A012600	UF-DP	50	1.000	PC	P100	1911			5002919318	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240924		000010130013		U1A012600	UF-DP	50	1.000	PC	P100	1911			5002919319	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240924		000010130013		U1A012600	UF-DP	50	1.000	PC	P100	1911			5002919320	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240924		000010130013		U1A012600	UF-DP	50	1.000	PC	P100	1911			5002919321	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240924		000010130013		U1A012600	UF-DP	50	1.000	PC	P100	1911			5002919322	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240924		000010130013		U1A012600	UF-DP	50	1.000	PC	P100	1911			5002919323	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240924		000010130013		U1A012600	UF-DP	50	1.000	PC	P100	1911			5002919324	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240924		000010130013		U1A012600	UF-DP	50	1.000	PC	P100	1911			5002919325	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240924		000010130013		U1A012600	UF-DP	50	1.000	PC	P100	1911			5002919326	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240924		000010130013		U1A012600	UF-DP	50	1.000	PC	P100	1911			5002919327	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240924		000010130013		U1A012600	UF-DP	50	1.000	PC	P100	1911			5002919328	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240924		000010130013		U1A012600	UF-DP	50	1.000	PC	P100	1911			5002919329	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240924		000010130013		U1A012600	UF-DP	50	1.000	PC	P100	1911			5002919330	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240924		000010130013		U1A012600	UF-DP	50	1.000	PC	P100	1911			5002919331	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240924		000010130013		U1A012600	UF-DP	50	1.000	PC	P100	1911			5002919332	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240924		000010130013		U1A012600	UF-DP	50	1.000	PC	P100	1911			5002919333	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240924		000010130013		U1A012600	UF-DP	50	1.000	PC	P100	1911			5002919334	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240924		000010130013		U1A012600	UF-DP	50	1.000	PC	P100	1911			5002919335	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240924		000010130013		U1A012600	UF-DP	50	1.000	PC	P100	1911			5002919336	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240924		000010130013		U1A012600	UF-DP	50	1.000	PC	P100	1911			5002919337	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240924		000010130013		U1A012600	UF-DP	50	1.000	PC	P100	1911			5002919338	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240924		000010130013		U1A012600	UF-DP	50	1.000	PC	P100	1911			5002919339	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240924		000010130013		U1A012600	UF-DP	50	1.000	PC	P100	1911			5002919340	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240924		000010130013		U1A012600	UF-DP	50	1.000	PC	P100	1911			5002919341	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240924		000010130013		U1A012600	UF-DP	50	1.000	PC	P100	1911			5002919342	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240924		000010130013		U1A012600	UF-DP	50	1.000	PC	P100	1911			5002919343	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240924		000010130013		U1A012600	UF-DP	50	1.000	PC	P100	1911			5002919344	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240924		000010130013		U1A012600	UF-DP	50	1.000	PC	P100	1911			5002919345	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240924		000010130013		U1A012600	UF-DP	50	1.000	PC	P100	1911			5002919346	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240924		000010130013		U1A012600	UF-DP	50	1.000	PC	P100	1911			5002919347	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240924		000010130013		U1A012600	UF-DP	50	1.000	PC	P100	1911			5002919348	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240924		000010130013		U1A012600	UF-DP	50	1.000	PC	P100	1911			5002919349	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240924		000010130013		U1A012600	UF-DP	50	1.000	PC	P100	1911			5002919350	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240924		000010130013		U1A012600	UF-DP	50	1.000	PC	P100	1911			5002919351	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240924		000010130013		U1A012600	UF-DP	50	1.000	PC	P100	1911			5002919352	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240924		000010130013		U1A012600	UF-DP	50	1.000	PC	P100	1911			5002919353	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240924		000010130013		U1A012600	UF-DP	50	1.000	PC	P100	1911			5002919354	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240924		000010130013		U1A012600	UF-DP	50	1.000	PC	P100	1911			5002919355	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240924		000010130013		U1A012600	UF-DP	50	1.000	PC	P100	1911			5002919356	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240924		000010130013		U1A012600	UF-DP	50	1.000	PC	P100	1911			5002919357	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240924		000010130013		U1A012600	UF-DP	50	1.000	PC	P100	1911			5002919358	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240924		000010130013		U1A012600	UF-DP	50	1.000	PC	P100	1911			5002919359	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240924		000010130013		U1A012600	UF-DP	50	1.000	PC	P100	1911			5002919360	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240924		000010130013		U1A012600	UF-DP	50	1.000	PC	P100	1911			5002919361	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240924		000010130013		U1A012600	UF-DP	50	1.000	PC	P100	1911			5002919362	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240924		000010130013		U1A012600	UF-DP	50	1.000	PC	P100	1911			5002919363	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240924		000010130013		U1A012600	UF-DP	50	1.000	PC	P100	1911		X	5002919364	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240924	I-0329548-10	000040157901		A00A2038400	FC-6K-20-S3-03 G1J-OMT3	3	1.000	PC	P100	1911	X		4907964853	0001	581		S	894032.00000	894032.00000	1725000.00000	1725000.00000
B10	20240925		000010127905		U00A0119203	＆PC3-F150V6F8-R-B	1	1.000	PC	P100	1210		X	5002919609	0001	101	F	S	370716.00000	370716.00000	0.00000	0.00000
B10	20240925		000010127904		U00A0119303	＆PC3-F150V6F8-L-B	1	1.000	PC	P100	1210		X	5002919608	0001	101	F	S	370724.00000	370724.00000	0.00000	0.00000
B10	20240925		000010129372		U1A012600	UF-DP	100	1.000	PC	P100	1911			5002919610	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240925		000010129372		U1A012600	UF-DP	100	1.000	PC	P100	1911			5002919611	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240925		000010129372		U1A012600	UF-DP	100	1.000	PC	P100	1911			5002919612	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240925		000010129372		U1A012600	UF-DP	100	1.000	PC	P100	1911			5002919613	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240925		000010129372		U1A012600	UF-DP	100	1.000	PC	P100	1911			5002919614	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240925		000010129372		U1A012600	UF-DP	100	1.000	PC	P100	1911			5002919615	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240925		000010129372		U1A012600	UF-DP	100	1.000	PC	P100	1911			5002919616	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240925		000010129372		U1A012600	UF-DP	100	1.000	PC	P100	1911			5002919617	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240925		000010129372		U1A012600	UF-DP	100	1.000	PC	P100	1911			5002919618	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240925		000010129372		U1A012600	UF-DP	100	1.000	PC	P100	1911			5002919619	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240925		000010129372		U1A012600	UF-DP	100	1.000	PC	P100	1911			5002919620	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240925		000010129372		U1A012600	UF-DP	100	1.000	PC	P100	1911			5002919621	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240925		000010129372		U1A012600	UF-DP	100	1.000	PC	P100	1911			5002919622	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240925		000010129372		U1A012600	UF-DP	100	1.000	PC	P100	1911			5002919623	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240925		000010129372		U1A012600	UF-DP	100	1.000	PC	P100	1911			5002919624	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240925		000010129372		U1A012600	UF-DP	100	1.000	PC	P100	1911			5002919625	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240925		000010129372		U1A012600	UF-DP	100	1.000	PC	P100	1911			5002919626	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240925		000010129372		U1A012600	UF-DP	100	1.000	PC	P100	1911			5002919627	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240925		000010129372		U1A012600	UF-DP	100	1.000	PC	P100	1911			5002919628	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240925		000010129372		U1A012600	UF-DP	100	1.000	PC	P100	1911			5002919629	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240925		000010129372		U1A012600	UF-DP	100	1.000	PC	P100	1911			5002919630	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240925		000010129372		U1A012600	UF-DP	100	1.000	PC	P100	1911			5002919631	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240925		000010129372		U1A012600	UF-DP	100	1.000	PC	P100	1911			5002919632	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240925		000010129372		U1A012600	UF-DP	100	1.000	PC	P100	1911			5002919633	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240925		000010129372		U1A012600	UF-DP	100	1.000	PC	P100	1911			5002919634	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240925		000010129372		U1A012600	UF-DP	100	1.000	PC	P100	1911			5002919635	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240925		000010129372		U1A012600	UF-DP	100	1.000	PC	P100	1911			5002919636	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240925		000010129372		U1A012600	UF-DP	100	1.000	PC	P100	1911			5002919637	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240925		000010129372		U1A012600	UF-DP	100	1.000	PC	P100	1911			5002919638	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240925		000010129372		U1A012600	UF-DP	100	1.000	PC	P100	1911			5002919639	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240925		000010129372		U1A012600	UF-DP	100	1.000	PC	P100	1911			5002919640	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240925		000010129372		U1A012600	UF-DP	100	1.000	PC	P100	1911			5002919641	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240925		000010129372		U1A012600	UF-DP	100	1.000	PC	P100	1911			5002919642	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240925		000010129372		U1A012600	UF-DP	100	1.000	PC	P100	1911			5002919643	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240925		000010129372		U1A012600	UF-DP	100	1.000	PC	P100	1911			5002919644	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240925		000010129372		U1A012600	UF-DP	100	1.000	PC	P100	1911			5002919645	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240925		000010129372		U1A012600	UF-DP	100	1.000	PC	P100	1911			5002919646	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240925		000010129372		U1A012600	UF-DP	100	1.000	PC	P100	1911			5002919647	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240925		000010129372		U1A012600	UF-DP	100	1.000	PC	P100	1911			5002919648	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240925		000010129372		U1A012600	UF-DP	100	1.000	PC	P100	1911			5002919649	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240925		000010129372		U1A012600	UF-DP	100	1.000	PC	P100	1911			5002919650	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240925		000010129372		U1A012600	UF-DP	100	1.000	PC	P100	1911			5002919651	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240925		000010129372		U1A012600	UF-DP	100	1.000	PC	P100	1911			5002919652	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240925		000010129372		U1A012600	UF-DP	100	1.000	PC	P100	1911			5002919653	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240925		000010129372		U1A012600	UF-DP	100	1.000	PC	P100	1911			5002919654	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240925		000010129372		U1A012600	UF-DP	100	1.000	PC	P100	1911			5002919655	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240925		000010129372		U1A012600	UF-DP	100	1.000	PC	P100	1911			5002919656	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240925		000010129372		U1A012600	UF-DP	100	1.000	PC	P100	1911			5002919657	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240925		000010129372		U1A012600	UF-DP	100	1.000	PC	P100	1911			5002919658	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240925		000010129372		U1A012600	UF-DP	100	1.000	PC	P100	1911			5002919659	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240925		000010129372		U1A012600	UF-DP	100	1.000	PC	P100	1911			5002919660	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240925		000010129372		U1A012600	UF-DP	100	1.000	PC	P100	1911			5002919661	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240925		000010129372		U1A012600	UF-DP	100	1.000	PC	P100	1911			5002919662	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240925		000010129372		U1A012600	UF-DP	100	1.000	PC	P100	1911			5002919663	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240925		000010129372		U1A012600	UF-DP	100	1.000	PC	P100	1911			5002919664	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240925		000010129372		U1A012600	UF-DP	100	1.000	PC	P100	1911			5002919665	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240925		000010129372		U1A012600	UF-DP	100	1.000	PC	P100	1911			5002919666	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240925		000010129372		U1A012600	UF-DP	100	1.000	PC	P100	1911			5002919667	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240925		000010129372		U1A012600	UF-DP	100	1.000	PC	P100	1911			5002919668	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
B10	20240925		000010129372		U1A012600	UF-DP	100	1.000	PC	P100	1911			5002919669	0001	101	F	S	2837.00000	2837.00000	5000.00000	5000.00000
