MRP管理者	転記日付	WBS番号	ネットワーク・指図番号	受領者	品目コード	品目テキスト	計画数	完成数	単位（完成数）	プラント	保管場所	ﾈｯﾄﾜｰｸ完了	指図完了	入出庫伝票	明細	移動タイプ	移動区分	D/C	単価	金額	最低販売単価or製品単価	製品金額合計
B10	20241203		000010131602		U00A0120901	＆DMU-FXP-RFA-R	2	2.000	PC	P100	1210		X	5002940474	0001	101	F	S	18523.00000	37046.00000	0.00000	0.00000
B10	20241203		000010131601		U00A0342200	FXP-RFC-3W-L16501	2	2.000	PC	P100	1210		X	5002940473	0001	101	F	S	85755.00000	171510.00000	0.00000	0.00000
B10	20241203		000010131605		U0A446101	＆DMU-12RF01 ﾀﾞﾐｰﾕﾆｯﾄ	6	6.000	PC	P100	1210		X	5002940476	0001	101	F	S	5955.00000	35730.00000	0.00000	0.00000
B10	20241203		000010131411		U0A970600	SPU-2060	10	1.000	PC	P100	1911		X	5002940472	0001	101	F	S	20810.00000	20810.00000	21000.00000	21000.00000
B10	20241205		000010131835		U00A0247500	SDU-140RFC11N40-I	1	1.000	PC	P100	1911		X	5002941214	0001	101	F	S	31736.00000	31736.00000	0.00000	0.00000
B10	20241205	I-0329548-40	000040157904		A00A2038400	FC-6K-20-S3-03 G1J-OMT3	2	1.000	PC	P100	1911	X		4908036745	0001	581		S	894032.00000	894032.00000	1725000.00000	1725000.00000
B10	20241210		000010129401		A00A1511801	NW-150AH-5 CQC	20	1.000	PC	P100	1911		X	5002942542	0001	101	F	S	602846.00000	602846.00000	700000.00000	700000.00000
B10	20241216		000010130069		A6A686700	KSX-45MHXP ﾘｮｳｻﾝｷ	10	10.000	PC	P100	1911		X	5002944496	0001	101	F	S	190986.00000	1909860.00000	272000.00000	2720000.00000
B10	20241216		000010130481		A6A686700	KSX-45MHXP ﾘｮｳｻﾝｷ	10	10.000	PC	P100	1911		X	5002944498	0001	101	F	S	190986.00000	1909860.00000	272000.00000	2720000.00000
B10	20241216		000010129204		A6A862600	IDKS-40-200T3 L67-70L	16	4.000	PC	P100	1911			5002944976	0001	101	F	S	303666.00000	1214664.00000	429000.00000	1716000.00000
B10	20241216		000010130067		A6A921400	KSX-80MHXP ﾘｮｳｻﾝ	10	10.000	PC	P100	1911		X	5002944497	0001	101	F	S	208327.00000	2083270.00000	288000.00000	2880000.00000
B10	20241216		000010130068		A6A921400	KSX-80MHXP ﾘｮｳｻﾝ	10	10.000	PC	P100	1911		X	5002944499	0001	101	F	S	208327.00000	2083270.00000	288000.00000	2880000.00000
B10	20241216		000010131659		U00A0120901	＆DMU-FXP-RFA-R	4	4.000	PC	P100	1210		X	5002944975	0001	101	F	S	18523.00000	74092.00000	0.00000	0.00000
B10	20241216		000010131680		U0A970400	SPU-2030	20	1.000	PC	P100	1910			5002944914	0001	101	F	S	17998.00000	17998.00000	18000.00000	18000.00000
B10	20241216		000010131680		U0A970400	SPU-2030	20	1.000	PC	P100	1910			5002944915	0001	101	F	S	17998.00000	17998.00000	18000.00000	18000.00000
B10	20241216		000010131680		U0A970400	SPU-2030	20	1.000	PC	P100	1910			5002944916	0001	101	F	S	17998.00000	17998.00000	18000.00000	18000.00000
B10	20241216		000010131680		U0A970400	SPU-2030	20	1.000	PC	P100	1910			5002944917	0001	101	F	S	17998.00000	17998.00000	18000.00000	18000.00000
B10	20241216		000010131680		U0A970400	SPU-2030	20	1.000	PC	P100	1910			5002944918	0001	101	F	S	17998.00000	17998.00000	18000.00000	18000.00000
B10	20241216		000010131680		U0A970400	SPU-2030	20	1.000	PC	P100	1910			5002944919	0001	101	F	S	17998.00000	17998.00000	18000.00000	18000.00000
B10	20241216		000010131680		U0A970400	SPU-2030	20	1.000	PC	P100	1910			5002944920	0001	101	F	S	17998.00000	17998.00000	18000.00000	18000.00000
B10	20241216		000010131680		U0A970400	SPU-2030	20	1.000	PC	P100	1910			5002944921	0001	101	F	S	17998.00000	17998.00000	18000.00000	18000.00000
B10	20241216		000010131680		U0A970400	SPU-2030	20	1.000	PC	P100	1910			5002944922	0001	101	F	S	17998.00000	17998.00000	18000.00000	18000.00000
B10	20241216		000010131680		U0A970400	SPU-2030	20	1.000	PC	P100	1910			5002944923	0001	101	F	S	17998.00000	17998.00000	18000.00000	18000.00000
B10	20241216		000010131680		U0A970400	SPU-2030	20	1.000	PC	P100	1910			5002944924	0001	101	F	S	17998.00000	17998.00000	18000.00000	18000.00000
B10	20241216		000010131680		U0A970400	SPU-2030	20	1.000	PC	P100	1910			5002944925	0001	101	F	S	17998.00000	17998.00000	18000.00000	18000.00000
B10	20241216		000010131680		U0A970400	SPU-2030	20	1.000	PC	P100	1910			5002944926	0001	101	F	S	17998.00000	17998.00000	18000.00000	18000.00000
B10	20241216		000010131680		U0A970400	SPU-2030	20	1.000	PC	P100	1910			5002944927	0001	101	F	S	17998.00000	17998.00000	18000.00000	18000.00000
B10	20241216		000010131680		U0A970400	SPU-2030	20	1.000	PC	P100	1910			5002944928	0001	101	F	S	17998.00000	17998.00000	18000.00000	18000.00000
B10	20241216		000010131680		U0A970400	SPU-2030	20	1.000	PC	P100	1910			5002944929	0001	101	F	S	17998.00000	17998.00000	18000.00000	18000.00000
B10	20241216		000010131680		U0A970400	SPU-2030	20	1.000	PC	P100	1910			5002944930	0001	101	F	S	17998.00000	17998.00000	18000.00000	18000.00000
B10	20241216		000010131680		U0A970400	SPU-2030	20	1.000	PC	P100	1910			5002944931	0001	101	F	S	17998.00000	17998.00000	18000.00000	18000.00000
B10	20241216		000010131680		U0A970400	SPU-2030	20	1.000	PC	P100	1910			5002944932	0001	101	F	S	17998.00000	17998.00000	18000.00000	18000.00000
B10	20241216		000010131680		U0A970400	SPU-2030	20	1.000	PC	P100	1910		X	5002944933	0001	101	F	S	17998.00000	17998.00000	18000.00000	18000.00000
B10	20241216	M-0323287-20	000040154041		A00A1996100	MRT-30-300PL-A DN3	6	4.000	PC	P100	1911	X		4908046167	0001	581		S	1553604.00000	6214416.00000	2560000.00000	10240000.00000
