MRP管理者	転記日付	WBS番号	ネットワーク・指図番号	受領者	品目コード	品目テキスト	計画数	完成数	単位（完成数）	プラント	保管場所	ﾈｯﾄﾜｰｸ完了	指図完了	入出庫伝票	明細	移動タイプ	移動区分	D/C	単価	金額	最低販売単価or製品単価	製品金額合計
B10	20240703		000010127203		U00A0119203	＆PC3-F150V6F8-R-B	1	1.000	PC	P100	1210		X	5002894026	0001	101	F	S	370716.00000	370716.00000	0.00000	0.00000
B10	20240703		000010127123		U00A0119303	＆PC3-F150V6F8-L-B	1	1.000	PC	P100	1210		X	5002894025	0001	101	F	S	370724.00000	370724.00000	0.00000	0.00000
B10	20240705		000010122685		A00A0059400	GED028120 (IUS24)	10	10.000	PC	P100	1911		X	5002895260	0001	101	F	S	120190.00000	1201900.00000	170000.00000	1700000.00000
B10	20240705		000010129209		A00A2015300	RS-485 I/F CARD	50	50.000	PC	P100	1911		X	5002895261	0001	101	F	S	9893.00000	494650.00000	20000.00000	1000000.00000
B10	20240705		000010126401		A6A686900	KSX-100MHXP ﾘｮｳｻﾝｷ	10	10.000	PC	P100	1911		X	5002895259	0001	101	F	S	186000.00000	1860000.00000	322000.00000	3220000.00000
B10	20240705		000010128141		U0A918300	IDKS-40-350 ﾌﾞﾋﾝﾕﾆｯﾄ	6	6.000	PC	P100	1210		X	5002895258	0001	101	F	S	386233.00000	2317398.00000	0.00000	0.00000
B10	20240705	W-0317613-10	000040150128		A00A1960900	IDKS-40-350 L67-70L	6	6.000	PC	P100	1911	X		4907889724	0001	581		S	507662.00000	3045972.00000	793000.00000	4758000.00000
B10	20240709		000010127541		A00A0416700	YWE-SRCH-001	20	20.000	PC	P100	1911		X	5002896250	0001	101	F	S	102010.00000	2040200.00000	96000.00000	1920000.00000
B10	20240709		000010127797		A00A0627401	KSX-2000MPNDS(ROHS)	25	1.000	PC	P100	1911		X	5002896244	0001	101	F	S	119624.00000	119624.00000	280000.00000	280000.00000
B10	20240709		000010129374		U0A970300	SPU-2020	20	1.000	PC	P100	1911			5002896220	0001	101	F	S	17771.00000	17771.00000	18000.00000	18000.00000
B10	20240709		000010129374		U0A970300	SPU-2020	20	1.000	PC	P100	1911			5002896221	0001	101	F	S	17771.00000	17771.00000	18000.00000	18000.00000
B10	20240709		000010129374		U0A970300	SPU-2020	20	1.000	PC	P100	1911			5002896222	0001	101	F	S	17771.00000	17771.00000	18000.00000	18000.00000
B10	20240709		000010129374		U0A970300	SPU-2020	20	1.000	PC	P100	1911			5002896223	0001	101	F	S	17771.00000	17771.00000	18000.00000	18000.00000
B10	20240709		000010129374		U0A970300	SPU-2020	20	1.000	PC	P100	1911			5002896224	0001	101	F	S	17771.00000	17771.00000	18000.00000	18000.00000
B10	20240709		000010129374		U0A970300	SPU-2020	20	1.000	PC	P100	1911			5002896225	0001	101	F	S	17771.00000	17771.00000	18000.00000	18000.00000
